Pays;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021
MONTENEGRO;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;1;1.1;1.4;2.3;2.4;0.1;2
MONTSERRAT;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MOROCCO;3;3;3;4;5;5;6;6;5;6;8;9;12;12;11.8;12.2;12.4;14.4;14.1;15.6;18;22.2;25.3;23;24.9;5.4;4.2
MOZAMBIQUE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MYANMAR;1;2;2;11;6;6;7;7;12;12;11;9;10;10;12;14;17;19;55;72;70;80.3;100.5;115.9;132.9;27.8;1.7
NAMIBIA;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NAURU;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NEPAL;129;140;149;166;169;128;86;84;108;125;139;137;168;150;151;178;236;261.8;240.5;198.7;142.5;209.4;249.8;302;352.5;58.6;70.2
NETHERLANDS;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NEW CALEDONIA;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NEW ZEALAND;5;6;6;7;8;10;15;19;17;18;20;23;25;26.9;28.5;32.9;31.9;33.1;35;41.5;51.8;57.7;68.7;75.9;74.6;20.1;2.1
NICARAGUA;NULL;NULL;NULL;1;1;1;1;1;1;NULL;2;1;NULL;2;1;2;2;1;3.7;2.3;2.2;1.5;1.3;0.9;0.7;0.2;0.2
NIGER;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NIGERIA;21;28;29;31;32;34;36;45;53;62;65;72;124;137;143;143;213;221;98;105.3;170.6;169.9;108;107.7;107.4;21.7;22.2
NIUE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NORTH MACEDONIA;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NORTHERN MARIANA ISLANDS;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NORWAY;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;48.6;58.6;NULL;NULL
OMAN;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;22.7;24.4;6.1;4.5
PAKISTAN;84;88;97;107;107;109;124;116;147;160;158;182;149;153;178;204;212;158;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
PALAU;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
PANAMA;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;5;5;4.6;4.8;7.3;5.4;4.8;8.2;8.5;3.5;7.9
PAPUA NEW GUINEA;NULL;NULL;NULL;NULL;1;3;3;2;1;1;1;1;2;2;2;3;5;5;5;3.5;4;4.3;3.2;3.7;6.3;1.8;1
PARAGUAY;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.4;0.3;0.2;0.3;0.5;0.6;0.5;0.6;0.4;0.3;0.5;0.6;0.1;NULL
PERU;1;1;2;1;1;1;1;1;1;1;2;2;3;4;3.4;3;4;4;4.4;5.3;5.7;5.9;7.2;8.7;9.5;1.6;0.6
PHILIPPINES;22;26;27;31;26;24;22;21;22;25;28;32;38;44;47;51;61;64;69.3;79;94.5;111.2;129.5;149.2;162.1;34;8.8
POLAND;12;12;11;9;9;9;9;9;9;12;13;15;20;20;20;30;20;20;20;32;39;40;44;42;54;17.4;19
PORTUGAL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;100;26.6;27.8
PUERTO RICO;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
QATAR;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;279.3;333.5;381.4;430.2;487.3;590.6;527.5;447.5;437.6;509.4;525.9;124.2;204.3
REUNION;1;1;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
ROMANIA;12;14;14;14;16;17;14;12;13;15;16;16;17;21;17;21;21;22;22;23.4;27.1;31.8;34.7;36.3;45.4;22.8;38.6
RUSSIAN FEDERATION;52;35;51;52;43;45;48;58;59;63;68;72;100;96;93;89;99;123;137.5;147;124.5;140.3;164.1;132.6;130.4;13.8;NULL
RWANDA;NULL;NULL;NULL;NULL;NULL;1;1;NULL;NULL;NULL;NULL;16;22.8;19.2;16.9;17.9;13.7;15.8;16;15.4;14.7;28.2;27.5;31.4;30.3;6.9;5.8
SABA;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SAINT KITTS AND NEVIS;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.3;0.3;0.5;0.3;0.3;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SAINT LUCIA;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SAINT VINCENT AND THE GRENADINES;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SAMOA;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SAN MARINO;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.6;0.3;1.6;0.4;1;0.5;0.4;0.9
SAO TOME AND PRINCIPE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;0.071;0.087;0.099;NULL;NULL;0.319
SAUDI ARABIA;NULL;NULL;NULL;NULL;NULL;1380;1371;1619;1869;1933;1142;1469;2014;1967;1094;1330;2566;3024;2892;3685;3615.7;4335.6;4722.6;4224.4;4493.4;951;665.4
SENEGAL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SERBIA;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;35.1;10.4;2.2;24.9
SERBIA AND MONTENEGRO;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SEYCHELLES;1;2;2;2;1;1;2;2;1;1;2;2;2;2;2;4;3;3;3.6;4.8;9.8;13.4;16.1;16;16;3.2;1.1
SIERRA LEONE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;1;3;2.6;1;1;0.6;2.4;1.6;4.4;1.2;2.6
SINGAPORE;365;367;396;395;444;516;508;490;415;626;751;850;968;1027;953;1083;1124;1151.4;1201.1;1212.4;1290.2;1401.6;1584.4;1759.3;1721.7;219.6;74.4
SINT EUSTATIUS;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SINT MAARTEN (DUTCH PART);NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SLOVAKIA;NULL;NULL;NULL;NULL;NULL;1;2;1;1;NULL;1;NULL;1;1;1;1;2;3;4;3.5;5.1;6.8;8.6;12.1;12.1;2;1.8
SLOVENIA;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SOLOMON ISLANDS;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SOMALIA;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SOUTH AFRICA;25;27;30;34;39;26;28;34;41;36;36;44;52;52;74.9;98;119;142;144.5;110;102;125.7;127.5;120.8;120.9;27;28.2
SOUTH SUDAN;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SPAIN;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;30;74;91;101.6;119.4;120.7;159.3;227;321;297.5;34.7;45.9
SRI LANKA;68;61;67;58;63;52;54;90;116;133;153;169;150;130;127;177;240;249;329;373;462.9;519.4;524.8;543.2;447.7;106.2;72.3
STATE OF PALESTINE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SUDAN;NULL;NULL;NULL;5;3;4;5;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;40;43;47.1;48.7;54.4;58.7;57.1;60;65;NULL;NULL;NULL
SURINAME;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.3;0.5;0.5;0.5;0.7;0.8;0.7;0.8;1;0.7;1.3;1.2;NULL;NULL;NULL;NULL
SWEDEN;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;22;26;55.6;45;76.5;77.1;91.5;87.7;109;110.3;117.6;55.1;31.2
SWITZERLAND;37;37;42;55;65;72;72;80;85;NULL;93;115;132.396;132.107;136.322;165.999;200.624;218;213;217.1;266.4;NULL;NULL;NULL;NULL;NULL;NULL
SYRIAN ARAB REPUBLIC;213;199;140;170;221;243;237;340;228;218;269;290;356;389;499;961;701;NULL;NULL;NULL;NULL;17.5;28.3;41;43.5;8.9;13.8
TAIWAN PROVINCE OF CHINA;10;10;12;12;10;13;13;14;12;16;17;18;20;20;19;24;24;23;23;30;32.2;33.5;35;38.4;40.4;6.6;1.9
TAJIKISTAN;NULL;NULL;0.2;NULL;0.4;0.7;0.5;NULL;NULL;NULL;NULL;NULL;NULL;11;14;15;11;15;6.5;13;47.6;59.7;10.9;13.9;21.8;8;19.6
TANZANIA, UNITED REPUBLIC OF;14;16;18;24;31;25;28;28;27;17;20;15;17;21;22;24;22;57;36.3;35;40.9;83.3;47.5;55.4;40.9;15;33.3
THAILAND;275;276;236;259;287;349;350;414;411;495;552;654;751;750;923;1153;1284.8;1260.3;1326.5;1213.8;1374.3;1405.6;1774.2;1935.9;2357;321.8;12.3
TIMOR-LESTE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.2;0.5;0.8;2.4;2.4;1.9;1.2;0.8;1;0.9;0.9;0.9;0.8;0.839;0.2;NULL
TOGO;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2.9;8.7;12.7;20.5;26.1;NULL
TONGA;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
TRINIDAD AND TOBAGO;1;1;1;1;1;1;1;1;1;1;2;2;3;2;2;2;5.1;5.1;4.5;3.8;4.1;4.4;4.2;3.9;4.3;0.7;0.6
TUNISIA;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
TÜRKIYE;384;399;348;321;367;397;342;451;522;661;995;917;925;1212;1462;1982;1992;1319;1348;1786.7;1930.8;1852.4;2727;2345;2550.6;516.9;1367.3
TURKMENISTAN;103;108;175;NULL;NULL;0.2;1.3;7.6;5.6;9.4;7.2;1.5;2.1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
TURKS AND CAICOS ISLANDS;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
TUVALU;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
UGANDA;6;7;7;8;7;6;5;6;8;12;14;14;15;19;15;19;29.7;38.1;45.6;45.4;40.1;40.8;46;NULL;NULL;11.6;15.5
UKRAINE;25;3;36;13;11;11;7;10;14;13;15;16;18;17;20;23;22;20;18;15.4;17.7;23.9;36.4;49.5;46.9;19.2;50.7
UNITED ARAB EMIRATES;276;329;372;426;501;568;590;807;922;909;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2407;3364.2;3683.1;4152.2;4425.3;4568.4;1940.6;3068.8
UNITED KINGDOM;265;238;269;264;291;314;326;308;294;371;394;521;472;521;390.6;480.6;489.6;465.5;476.8;502.9;517.1;549.8;787.3;774.5;781.8;NULL;77.9
UNITED STATES OF AMERICA;168.56;201.723;235.416;282.112;300.673;362.634;362.792;324.315;329.66;370.315;411.277;474.288;641.043;677.131;629.449;737.896;792.115;852.306;1039.833;1156.117;1346.219;1422.361;1481.042;1570.362;1670.5;384.7;528.3
UNITED STATES VIRGIN ISLANDS;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
URUGUAY;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
UZBEKISTAN;NULL;NULL;7;7;8;7;8;8;8;10;NULL;10;30;40;159;12;47.2;52.4;47;44.1;43.1;43;45.1;74.2;101.2;28;57.9
VANUATU;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
VENEZUELA, BOLIVARIAN REPUBLIC OF;1;1;1;1;1;NULL;NULL;0.3;0.3;NULL;2;2;1;1;2;1;1;3;4;2.8;2.4;2.7;2;NULL;NULL;NULL;NULL
VIET NAM;NULL;NULL;6;NULL;6;7;8;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;169;NULL;NULL
YEMEN;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;19;16;20;20;19;26;34;20;27;32;29.6;10;NULL;NULL;NULL;NULL;NULL;NULL
ZAMBIA;4;5;3;2;2;2;3;3;3;4;9;13;12;14;13;21;22;15;17.1;21.1;25.5;21.1;22.3;25.5;30.8;11.7;15.8
ZIMBABWE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;12;6;5;4;5;5;10;5;6;2;3;2.4;6.7;4.9;8.7;14.1;13;2.6;2.8
