Pays;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021
NAMIBIA;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3;4;NULL;4;5;6;10;11;11;12;13.8;16.9;20.1;19;21.3;18.6;17.5;23.6;1.9;1.5
NAURU;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NEPAL;63;79;85;88;96;112;88;68;92;97;93;95;140;129;135;148;195.9;230.9;260.5;268.5;203.5;267.2;323.3;360.6;393.7;83.7;12
NETHERLANDS;496;521;720;717;700;723;678;731;622;754;749;723;738;668;673;770;850;949;1040;1164;1319;1303;1608;1579;1710;286;271
NEW CALEDONIA;58;59;70;70;65;72;70;68;65;66;68;66;68;64;63;65;68;65;60;62;67;70.1;73.9;74.2;79;18;3.6
NEW ZEALAND;905;983;942;887;958;1069;1159;1240;1260;1455;1469;1494;1530;1508.8;1561.7;1649.6;1695;1741.7;1857;1956.3;2173.4;2409.2;2521.9;2609.3;2609.7;567;179.2
NICARAGUA;4;5;5;6;8;9;9;9;11;8;11;13;9;9;12;11;10;11;12.3;22;25;18.2;16.4;10;9.4;2.6;1.8
NIGER;1;NULL;NULL;NULL;1;1;1;1;1;2;3;3;2;3;3;3;4;6.2;9.8;10.7;10.7;12.2;13.1;12.5;15.3;6.8;NULL
NIGERIA;67;76;80;84;88;92;108;111;130;153;161;177;302;338;351;352;340;415;181;167.9;276.6;246.3;215.4;215.6;215.1;40.4;41.9
NIUE;2;1.4;1.6;1.5;1.6;1.6;1.1;1.4;2.2;2.2;2.3;2.6;3;3.9;3.6;4.2;4.4;4.6;6.4;6.9;7.3;8.3;9.1;NULL;NULL;NULL;NULL
NORTH MACEDONIA;1;2;2;2;2;3;1;2;2;2;3;3;5;5;4;10;12;15.5;18;23.4;29.8;27.8;45.9;54.3;52.1;3.2;4
NORTHERN MARIANA ISLANDS;574;648;615;425;449;474;407;437;423;495;465;399;356;357;316;346;310;371.3;402.1;425.8;454.1;503.9;629.2;490.4;459.1;82.5;7.2
NORWAY;NULL;NULL;NULL;NULL;NULL;NULL;NULL;35;35;35;41;37;32;29;25;28;27;378.1;491.7;489;654.2;785.6;962.9;663.8;665.6;73;32.2
OMAN;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;30.4;32.9;8.1;4.8
PAKISTAN;40;44;42;49;44;50;43;44;44;60;84;99;87;76;89;90;140;115;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
PALAU;40;56;60;55;46;49;46;52;57;80;71;73;79;69.3;60.7;72.3;97.6;106.6;93.3;125.8;148.6;124.5;109.4;92.9;81.5;15.1;NULL
PANAMA;10;14;15;13;12;11;11;12;14;14;16;20;27;33;23;27;27;31;28.8;32.3;45.1;40.3;40.2;57.2;49.9;13;19.5
PAPUA NEW GUINEA;30;44;53;53;49;43;40;39;46;48;58;63;85;94;103;119;131;143;149.4;155.6;160.2;159.6;155.1;165.4;174;30.7;12.3
PARAGUAY;14;8;11;4;4;NULL;3;5;4;5;5;8;9;8;8;7;8;12;12;13;12.5;11.9;10.1;8.8;9.5;2.2;0.6
PERU;36;43;37;32;39;48;38;44;50;62;74;82;94;109;104.2;97;117;139;153.6;163;168;169.9;184.1;194.5;193.3;37.2;5.6
PHILIPPINES;929;1134;1232;1051;1077;1022;986;1154;1129;1359;1565;1691;1829;1799;1644;2064;2405;2667;2997.4;3048;3420.7;3823.6;4339;4768.1;5722.4;857.7;44.4
POLAND;57;67;75;71;78;88;83;87;89;123;163;194;229;220;207;280;300;320;355;344;368;376;446;476;567;128.7;95.1
PORTUGAL;35;38;38;42;43;43;40;44;40;43;37;199;213;202;190;229;261;301;445.5;593.4;697.7;824.6;1074.5;1177.4;1082.2;176.5;61.4
PUERTO RICO;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
QATAR;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;99;115.3;130;149.5;164.6;192.1;205.4;212.9;214.5;243.7;287.5;59.3;23.2
REUNION;1;1;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
ROMANIA;36;41;41;41;36;37;36;42;42;49;57;62;80;97;70;79;92;98;103.4;106.6;119.5;118.8;133.3;147;156.4;34.9;36.2
RUSSIAN FEDERATION;736;652;757;754;748;839;869;1150;1107;1314;1315;1346;1381;1478;1295;1358;1548;1904;1938.4;2017;2004.5;2224.8;2442.9;2786.3;3043.2;201.1;NULL
RWANDA;NULL;NULL;NULL;NULL;NULL;1;1;NULL;NULL;NULL;NULL;5;6.2;7.3;8.7;10.7;12.9;11.7;14.9;11.9;14.1;14.9;15.9;18.7;20.4;5.2;4.6
SABA;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SAINT KITTS AND NEVIS;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.3;0.3;0.3;0.5;0.8;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SAINT LUCIA;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SAINT VINCENT AND THE GRENADINES;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SAMOA;53;58;55;65;71;71;73;75;78;85;87;102;109;107;113;115;115;123;111.6;116.5;119.4;128.1;139.1;148.9;158.3;21.5;2.4
SAN MARINO;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;53;36;26;17;19;18;20;22;22.2;21.8;26.1;37.5;30.5;28.7;28.5;2.7;0.2
SAO TOME AND PRINCIPE;0.2;0.2;0.1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.2;NULL;NULL;NULL;NULL;0.1;0.5;NULL;NULL;NULL;NULL;0.607;1.128;1.161;NULL;NULL;NULL
SAUDI ARABIA;2658;NULL;NULL;NULL;NULL;630;596;660;612;753;439;595;579;941;362;485;696;771;1196.6;1176.6;1607.6;1988.3;2041.5;1980.7;2237.2;419.4;73.9
SENEGAL;3;4;3;2;3;3;2;2;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SERBIA;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3;4;5;6;6;7;8;8;10;12;15;23;53.3;73;66.6;111.4;158.8;198.4;29.4;45.1
SERBIA AND MONTENEGRO;1;2;2;2;2;2;3;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SEYCHELLES;4;4;3;3;3;3;3;3;2;2;3;3;4;3;4;4;6;9;13;18.7;20;21.3;19.2;15.7;12.4;2.8;0.9
SIERRA LEONE;0.5;1;0.4;1.1;0.6;1.9;1.8;2.1;2;2.3;2.3;4.8;2.6;3;4;6;9;8;7.1;4;2.2;3.7;6.6;5.5;6.1;1.6;3.2
SINGAPORE;5237;5329;5216;4288;4850;5347;5298;5426;4426;6073;6445;7012;7323;7070;6785;8475;9887;10987.5;11920.2;11406;11427.2;12347.7;13001.3;13590.4;14046.9;1828.3;210.3
SINT EUSTATIUS;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SINT MAARTEN (DUTCH PART);NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SLOVAKIA;21;23;21;23;23;25;30;34;32;42;56;69;74;71;54;65;72;80;85;61.5;89.2;109.6;151.9;150.7;156.1;20.5;10.3
SLOVENIA;4;5;6;8;8;12;15;17;17;24;40;52;65;86;90;107.2;120;151.8;168.3;247.9;307.7;344.1;426.9;478;512.8;37.5;25.6
SOLOMON ISLANDS;9.2;5;11.5;13.4;NULL;4.2;NULL;NULL;5.4;4.9;8.1;9.8;11.6;13.8;15.9;18.2;20.5;21.2;21.8;17.6;18.7;20.1;22.1;24;24.6;3.9;0.7
SOMALIA;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SOUTH AFRICA;173;180;190;199;188;192;194;229;225;239;239;258;282;271;216.1;293;305;401;436.9;293;270.3;337.9;327.7;323.7;319.5;55.2;20.4
SOUTH SUDAN;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SPAIN;NULL;NULL;292;401;370;321;256;229;237;151;181;255;346;237;505;962;1176;1345;1531.2;1850;1805;1904.7;2299;2560.7;2977;562.4;230.3
SRI LANKA;61;50;58;54;66;58;49;66;84;91;100;98;76;67;74;106;143;191;244;346;434.5;509;536.3;548.6;391.8;75;11.6
STATE OF PALESTINE;NULL;NULL;6;5;12;19;10;6;5;8;16;17;20;41;41;67;58;52;64;64;71;84.4;103.9;122;150.3;17.3;0.7
SUDAN;NULL;NULL;NULL;5;4;7;10;13;14;17;109;222;297;299;239;30;32;35.6;38.8;45.2;48.2;48.4;48;51;NULL;NULL;NULL
SURINAME;5;3;2;2;2;2;1;1;1;NULL;4;3;3;3;2;3.3;4.4;4.6;5;5.5;4.7;6.2;8.7;NULL;NULL;NULL;NULL
SWEDEN;NULL;NULL;NULL;NULL;NULL;NULL;111;123;105;148;183;191;199;216;150;174;356;313.6;363.1;281;333.6;390;430.3;417;467.9;56.9;41.4
SWITZERLAND;1008;1058;1027;880;924;1079;938;865;727;NULL;847;896;941.2;841;874;1074;1300;1491;1695.6;1846.5;2242;2908;3269.5;3413.7;3408;310.1;299.3
SYRIAN ARAB REPUBLIC;12;13;18;16;22;26;25;29;27;41;41;42;43;53;60;78;31;NULL;NULL;NULL;NULL;4.7;5.7;8.1;9.2;1.2;1.7
TAIWAN PROVINCE OF CHINA;1809;1824;1812;1733;1827;1998;2240;2348;1780;2298;2704;2843;3011;3122;3690;4818;5297;6513;7179.3;9016;9509.4;9669.6;9637.9;9906.6;10632.2;1197.3;104.7
TAJIKISTAN;NULL;0.1;NULL;0.7;0.4;1.1;0.5;NULL;NULL;NULL;NULL;NULL;NULL;3;3;4;4;4;1.4;6.4;16.2;19.5;8.8;11;15.1;1.7;2.8
TANZANIA, UNITED REPUBLIC OF;22;25;27;37;48;38;47;30;27;23;25;28;30;32;31;43;40;79;57.2;71;70.8;79.9;77.8;80.3;79;20.9;17.5
THAILAND;4582;4765;4840;4932;5547;6134;6492;6955;6510;7501;7195;8566;8712;8626;7994;9091;11480.7;13811;17116.8;15711.8;21017.8;22779.9;25114.1;27136.5;28544.1;3879.3;84.3
TIMOR-LESTE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8.3;12.2;20.7;26.3;28.1;34.8;41.6;43.7;42;42;45.1;46.7;42.3;34;8.8;2.7
TOGO;1;1;2;1;1;1;1;1;1;3;3;3;3;3;6;10;11;11;11.3;11.9;12.8;17;20.3;18.7;31.2;3.9;NULL
TONGA;18;16;17;17;20;21;21;24;28;29;30;30;37;31;28.9;36.8;36.8;38.3;38.9;40.8;43.1;47;49.8;43;51.9;7.2;0.2
TRINIDAD AND TOBAGO;2;2;2;2;3;4;4;3;3;3;3;4;6;5;5;5;9.2;10.9;8.1;8.5;7.2;6.6;6.6;7;6.8;1.2;0.8
TUNISIA;4;5;6;8;9;8;8;7;9;11;14;15;17;16;17;21;16;13;12.5;13.5;7.2;9.9;22.7;35.2;39.8;6.6;1.8
TÜRKIYE;156;170;205;195;167;234;247;281;242;288;422;471;587;554;545;628;721;784;847.6;1032;1074.2;620.4;812.9;1253.9;1469.6;249.5;202.6
TURKMENISTAN;2;3;2;NULL;NULL;0.4;0.7;0.5;0.5;1.1;0.8;0.9;0.9;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
TURKS AND CAICOS ISLANDS;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1.1;2;0.3;NULL
TUVALU;0.7;0.8;0.8;0.8;1;0.9;0.9;1.1;1.1;1;0.8;0.9;0.9;1.3;1.3;1.3;0.9;0.8;1;1.1;2;2;2;2.5;2.9;0.5;0.026
UGANDA;5;6;6;7;6;5;5;4;5;8;10;12;14;15;19;28;21.8;28.8;31.8;33.1;32.2;38.3;32;NULL;31;8.1;5.7
UKRAINE;13;4;28;22;24;27;17;22;26;32;35;45;49;46;44;46;50;53;50;29.4;34.9;44.6;62.3;82.6;84.7;20.2;18.5
UNITED ARAB EMIRATES;258;216;200;236;248;264;285;395;428;445;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2097;1765.8;1882.2;2203.4;2263.3;2474.1;550.8;871
UNITED KINGDOM;2173;2166;2155;1872;2062;2256;1834;1854;1809;2086;2231;2310;2316;2147;2229.7;2427.2;2652.5;2592.1;2904.2;3046;3461.3;3758.9;4348.2;4276.8;4210.6;NULL;150.4
UNITED STATES OF AMERICA;6999.5;7928.682;8201.299;7081.823;7494.75;7921.004;6535.276;5888.71;5192.366;6086.708;6518.211;6427.817;6562.889;6343.399;5905.954;7369.149;7956;8941.989;10036.732;10262.343;11357.612;11764.684;12260.961;11952.945;12183.9;2027.7;816.2
UNITED STATES VIRGIN ISLANDS;1;NULL;1;1;1;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.5;0.6;0.6;0.4;0.6;0.5;0.1;0.2;0.1;0.4
URUGUAY;8;NULL;NULL;NULL;NULL;7;6;6;6;7;12;13;13;14;17;17;19;19;18.3;19.5;15;17.9;19.8;20.4;20.7;NULL;NULL
UZBEKISTAN;NULL;NULL;259;295;302;196;193;195;145;140;NULL;296;443;579;649;768;36.4;42.6;44;47.1;43.5;44.8;55.3;89.6;135.8;18.2;12.7
VANUATU;40;42;44;48;46;52;48;44;45;55;56;61;73;81.2;91;87.3;84.6;98.6;100;99;79;79.7;96.6;100.7;105.3;18.9;NULL
VENEZUELA, BOLIVARIAN REPUBLIC OF;6;7;7;9;5;3;7;4;3;4;17;17;19;18;14;11;13;32;44;40.8;38.1;35.1;34.2;NULL;NULL;NULL;NULL
VIET NAM;451;706;1034;680;1059;1399;1485;1695;1670;2008;2364;2355;2728;2791;2422;3498;4384;4809;5461;5696;5641;7631.7;10183.6;12513.3;14649.7;2916.4;134.1
YEMEN;5;5;8;7;5;9;6;11;16;22;24;19;20;20;26;26;13;14;17;15.4;24.2;NULL;NULL;NULL;NULL;NULL;NULL
ZAMBIA;7;16;34;17;17;28;30;34;17;23;40;38;28;35;39;64;80;92;57.3;71.6;58.6;56.2;62.8;68.7;70.9;12.6;8.4
ZIMBABWE;34;57;56;79;101;81;103;66;68;90;39;54;58;63;104;84;125;56;73;66.6;59;79.4;119.7;141.9;113.4;14.2;17.1
