Pays;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021
NIUE;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.3;0.2;0.2;0.3;0.2;0.2;0.5;0.9;1.6;0.4;0.3;0.4;0.3;0.3;0.4;0.5;NULL;NULL;NULL;NULL
NORTH MACEDONIA;141;127;113;144;159;198;87;111;143;151;183;187;212;236;240;241;304;325;368;388;439.5;466;561.9;626;677;110.5;277.3
NORTHERN MARIANA ISLANDS;2;2;3;3;2;2;1;1;NULL;1;1;2;5;8;7;5;6;6.6;13;11.6;3.2;2.4;2.7;2;1.6;0.2;NULL
NORWAY;NULL;NULL;NULL;3019;2965;2855;2817;2865;3009;3307;3508;3698;3939;3967;3943;4313;4471;3893.7;3999.7;4013.1;4346.4;4786.7;4727.7;4371.7;4461.8;1184.5;1274.2
OMAN;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;759.2;821.7;203.6;154
PAKISTAN;166;153;154;184;190;258;205;215;193;281;357;394;387;389;379;396;485;430;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
PALAU;2;3;2;1;1;1;1;1;1;1;2;2;2;4.1;3.5;4;4.6;5.2;5.7;5.3;4.3;5;4.7;4.4;3.8;1.2;NULL
PANAMA;29;27;29;27;30;31;32;38;43;45;52;63;85;118;115;129;142;155;178.6;214;276.2;249.5;268.5;292.4;285.9;81.5;124.8
PAPUA NEW GUINEA;7;6;6;7;6;5;5;5;4;5;4;5;9;9;9;12;15;13;13;16.7;17.4;17.4;11.7;12.6;15.4;3;1.4
PARAGUAY;48;40;42;33;32;NULL;15;14;15;20;23;31;35;34;35;24;34;46;43;46;50.4;52.1;46.6;49.4;60.9;14;12.4
PERU;140;167;172;178;183;209;221;236;252;281;340;354;414;454;446.4;447;475;506;526.8;561.6;595.5;628;649.3;671.8;700.9;123.1;97.1
PHILIPPINES;232;273;295;311;294;252;202;184;177;212;246;264;300;323;330;361;402;443;479.5;499;549;629.3;675.4;736.4;803.6;189.3;24.7
POLAND;81875;87023;87369;88145;88678;84043;60982;50315;51691;61386;63927;64367;65373;59290;53221;57540;59950;66545;71430;72661;76579;79225;82470;84543;86923;50694.6;50683.3
PORTUGAL;8889;9151;9551;10435;10791;11126;11282;10849;10888;9343;9271;5512;5862;6016;5552;5692;6044;6159;7479.8;8456.2;9491.9;10746.4;11896.3;12134.9;12669.3;3418.5;5453.1
PUERTO RICO;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
QATAR;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;231.4;265.1;302;361.9;413.8;437.8;457.9;455.1;483.8;528.3;681;232.6;101.5
REUNION;260;304;325;332;322;365;347;357;367;370;344;224;303;335;364;368;406;379;359;348;355.8;405.8;435.4;464.5;478;199.1;231.1
ROMANIA;5277;5023;4971;4650;5049;5074;4757;4604;5392;6361;5580;5752;7394;8506;7279;7179;7267;7556;7625;7954.9;8869;9742;10385.2;11151.7;12194.4;4875.2;6548.8
RUSSIAN FEDERATION;9143;15197;16034;14287;16780;19269;19704;21097;20237;19607;19691;19873;20395;21187;18791;19569;21896;24741;27257;28890.1;27110.3;20947.7;20367.4;19739.7;19495;5531;NULL
RWANDA;NULL;NULL;NULL;NULL;NULL;6;8;NULL;NULL;NULL;NULL;37;39.7;50.1;47.4;54.2;66.9;62.3;61;60.8;72.1;68.6;75.2;77.7;85.2;25.9;24.6
SABA;4.5;4;4.7;4.7;3.8;3.8;4;4.6;4.4;4.6;5.5;5.2;5.2;5.6;6.1;6.3;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SAINT KITTS AND NEVIS;10;12;13;15;16;15;9;5;11;11;11;11;12;10;7.6;10.2;10;10.1;10.5;11.7;12.5;12.6;12.6;11.3;11.8;2.9;1.5
SAINT LUCIA;86;84;96;89;99;99;83;76;90;97;102;86;90;94;84;86;92;93.4;88.5;94;86;80.2;92.5;96;101;33.5;35.3
SAINT VINCENT AND THE GRENADINES;18;18;19;20;20;NULL;19;18;17;19;20;22;23;22;19;17;21;20;20.4;21;21.6;21.4;16.9;17.8;18.6;7.8;6.9
SAMOA;7;5;4;5;5;6;6;5;5;5;5;5;4;5;6;5;4;3;3.4;3.7;3.8;5.4;5;7.1;6.8;0.7;NULL
SAN MARINO;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2035;2076;2099;2074;2023;1944;1997;1828;1864.5;1953.6;1844.8;1930.5;1879.7;1822.3;1857.5;1007.6;1350.2
SAO TOME AND PRINCIPE;3.8;4.1;3.4;3.5;4.3;3.8;4.2;5.4;6.7;6.8;10.3;7.6;4;6.4;NULL;5.1;6.7;NULL;NULL;NULL;NULL;18.192;19.678;22.325;NULL;NULL;11.234
SAUDI ARABIA;79;NULL;NULL;NULL;NULL;338;305;339;334;424;340;485;657;1185;445;367;644;839;1126;1148;1379.2;1507.5;1149.2;1238.1;1498;416;187.9
SENEGAL;206;195;225;248;270;274;301;323;252;349;393;324;324;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SERBIA;NULL;NULL;NULL;NULL;NULL;NULL;NULL;288;313;363;419;435;656;610;603;633;711;746;837;932.2;1011;1158.4;1319.5;1439.6;1555.7;393.2;755.1
SERBIA AND MONTENEGRO;218;285;280;259;141;222;327;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SEYCHELLES;94;103;103;103;101;105;103;108;100;99;104;114;130;125;122;132;144;146;161;156;175.2;195.7;227.9;248.2;273.1;88;136.1
SIERRA LEONE;2.6;4.5;2.1;4;4.2;5.7;6.3;7.4;6.5;9.5;9.9;10.5;11.3;13;11;10;14;16;25.7;15.3;7.4;19.4;13;17.2;20.4;8.3;11.4
SINGAPORE;974;1011;997;991;1058;1139;1124;1112;885;1081;1136;1220;1277;1334;1318;1386;1414;1551;1605.8;1632.5;1651.6;1761.7;1873.6;2085.7;2157.1;493.8;29.7
SINT EUSTATIUS;3.7;3.8;4.1;4.3;4.3;4;4.5;4.6;5.3;5.5;5.4;4.9;5.9;6.2;6.6;6.4;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SINT MAARTEN (DUTCH PART);132;119;131;133;126;122;97;87;88;96;94;97;96;103;98;101;102;105;104;107;114.8;143;115;75.4;92;33.8;65.1
SLOVAKIA;854;898;762;839;918;980;1148;1326;1316;1317;1413;1499;1559;1648;1210;1220;1337;1389;1521.3;1358.1;1557.6;1831.8;1920.2;2003.4;2207.4;815;547
SLOVENIA;704;800;942;940;845;1038;1160;1236;1308;1411;1454;1496;1617;1803;1676;1866.4;2033.2;2131.3;2223.7;2308;2572.6;2896.7;3379;3725.9;3948.8;1152.7;1753.5
SOLOMON ISLANDS;1.5;NULL;1;1.2;NULL;0.5;NULL;NULL;0.5;0.3;0.5;0.7;0.9;1.1;1.1;1;0.9;1.1;1.1;1.1;1.2;1.3;1.4;1.8;1.73;0.3;NULL
SOMALIA;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SOUTH AFRICA;738;817;924;1016;1049;1042;1028;1274;1339;1306;1329;1403;1438;1434;1248.4;1355;1307;1434;1517;1400;1350.6;1569.9;1687.5;1645.9;1586.4;453;221
SOUTH SUDAN;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SPAIN;NULL;NULL;34490;38800;42078;42633;45019;47168;47835;49239;52190;54313;54927;53512;48204.4;48290;51420;52243;55273.4;59035;61667;67047.4;71695.9;71903.9;71377.8;16676.3;28505.9
SRI LANKA;255;172;218;246;282;268;211;208;266;299;236;243;223;199;199;297;372;453;556;641;711;815.3;853.9;1017.9;887.6;281.6;93.5
STATE OF PALESTINE;NULL;NULL;164;157;240;242;24;18;24;35;55;83;203;294;276;351;301;353;373;385;279;246.2;319.5;397;436.5;63.5;121
SUDAN;NULL;NULL;NULL;5;7;9;11;12;14;17;56;44;57;57;100;74;80;50.8;51.2;79.7;81.7;81.4;85;86;NULL;NULL;NULL
SURINAME;18;39;50;46;49;46;49;54;74;87;100;99;111;95;88;110.3;108.2;107.7;104.6;113.36;100.3;116;162.7;NULL;NULL;NULL;NULL
SWEDEN;NULL;NULL;NULL;NULL;NULL;NULL;3368;3588;3760;3978;4176;3982;4425;3848;4294;4470;18248.7;18921.7;17530.7;4409.9;4980.4;5107.7;5143.2;5304.3;5689.1;1374.6;2357.2
SWITZERLAND;4785;4557;4847;5050;5030;5343;5277;4906;4821;NULL;5305;5747;6225.587;6520.802;6249.76;6237.359;5867.915;5612;5720.2;5676;5250.1;6199;6408.7;6709.4;6693.4;3108.2;3689.6
SYRIAN ARAB REPUBLIC;339;332;343;343;369;398;472;646;652;933;947;710;732;905;1142;1959;1468;NULL;NULL;NULL;NULL;55.9;71.6;86;96.2;51.5;78.6
TAIWAN PROVINCE OF CHINA;145;152;159;160;162;161;149;149;119;165;172;173;186;201;197;203;212;218;223;265;274;299.8;330.1;350.1;386.7;59.5;16.4
TAJIKISTAN;NULL;0.4;1.6;2.1;3.1;4.9;3.3;NULL;NULL;NULL;NULL;NULL;NULL;310;189;140;167;223;199;191.8;344.3;258.8;405.9;1003.6;1204.7;336.9;267
TANZANIA, UNITED REPUBLIC OF;88;97;107;143;186;157;162;192;191;222;220;229;274;246;233;243;250;330;361.7;362;367.9;408.9;447.9;502.2;519.4;231.1;361.7
THAILAND;1618;1652;1636;1946;2055;2242;2396;2550;2321;2706;2779;3439;3813;3963;4031;4445;5058.6;5580.2;6289;6165.7;5615.3;6169.7;6497.1;6789.1;6725.3;2108.3;265
TIMOR-LESTE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2.1;3.6;5.1;6.1;1.9;6.9;7;6.4;6.7;6.4;7.4;7.5;9;7.055;1.3;1
TOGO;21;23;30;22;21;25;18;24;24;30;27;33;31;29;61;75;144;88;98.5;85.8;89.6;123.7;139.8;176;235.1;88.6;NULL
TONGA;5;4;4;4;5;6;4;4;4;3;3;3;3;6;4.8;3.3;3.32;2.9;3;3.1;3.5;3.5;3.7;3.2;4.3;0.4;NULL
TRINIDAD AND TOBAGO;52;53;70;74;74;83;89;71;79;90;91;85;83;63;58;52;74.4;67.7;64.9;69.5;66.7;57.8;55.9;54.1;55.1;15.8;5.5
TUNISIA;2357;2523;2846;3011;3461;3616;3610;2919;2840;3482;3869;3956;4048;4107;3744;3814;2134;2965;2896.7;2809.8;1304.3;1415.3;1698.4;2412.3;2788.7;418.8;595.3
TÜRKIYE;5980;6855;7875;7786;5786;8234;9473;11359;11872;14946;17663;16269;18728;21198;21142.3;21666;23501;24167;26156.6;27263.1;26410.8;18760.8;23873.7;29429.2;33516.9;10019.5;19115.7
TURKMENISTAN;125;163;151;NULL;NULL;2.3;2.8;2.3;1.9;3.9;3.3;2.7;4.3;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
TURKS AND CAICOS ISLANDS;8;11;9;12;11;12;11;11;13;14;18;25;NULL;NULL;NULL;NULL;7;7;7;8;11;14.6;12.4;18.2;21.9;4.7;NULL
TUVALU;0.2;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.2;0.1;0.1;0.1;0.1;0.1;0.1;0.2;0.2;0.2;0.3;0.4;NULL;NULL
UGANDA;32;43;44;46;43;36;30;34;39;49;62;71;77;106;80;113;152.6;115;112.4;113.9;110.5;115.4;108.5;NULL;248.8;18.1;16.3
UKRAINE;3586;3612;7366;6091;4098;6283;9061;10409;12345;15450;17442;18680;22826;25164;20514;20911;21118;22706;24368;12516.1;12186;13024.5;13830.1;13633.4;12965.6;3006.6;3642.2
UNITED ARAB EMIRATES;819;964;787;947;1017;1077;1115;1468;1585;2008;2395;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2710.2;5005.6;5208.5;5653.2;5943.2;6256.4;2222.7;3514.9
UNITED KINGDOM;16042;17856;17644;17582;17046;16306;15061;16409;17370;19581;21706;23541;24020;23826;23274.1;22500.8;23263.9;23793.6;24587;25959.9;26238.6;27557.9;27568;26972.2;27573.5;7987.8;4905.9
UNITED STATES OF AMERICA;8966.971;10013.11;10721.055;11027.595;11622.254;12040.489;9896.777;8947.552;8974.005;10047.343;10694.702;10524.122;11833.334;13242.27;11970.732;12432.15;13407.774;13137.646;14124.729;14848.529;16439.027;15505.744;15633.303;16082.513;16381.9;2612.2;2259
UNITED STATES VIRGIN ISLANDS;12;12;15;14;19;12;9;6;8;16;19;15;15;16;16;14;23;31;23;18.2;21.3;20.1;16.8;5.2;8.9;2.3;0.7
URUGUAY;83;60;84;96;86;85;70;56;73;97;120;124;133;139;140;147;151;130;139.4;151.3;160.2;155.6;145.2;150.1;156.4;NULL;5.4
UZBEKISTAN;NULL;NULL;642;468;145;72;109;100;51;69;NULL;216;370;385;333;157;1304;1793.8;1873;1764.8;1824.7;1932.7;2583;5161.1;6477.4;1452.9;1796.4
VANUATU;2;3;3;2;3;3;3;3;3;3;3;4;4;4.9;4.9;4.9;5.3;5.5;5.5;5.6;6;10.1;6.8;8;9;1.7;NULL
VENEZUELA, BOLIVARIAN REPUBLIC OF;298;323;344;302;277;288;291;237;175;258;296;298;310;283;220;193;194;240;230;180.2;187.1;162.3;103.7;NULL;NULL;NULL;NULL
VIET NAM;191;128;219;123;242;271;308;343;294;355;441;468;620;624;618;757;812;927;1046;1198;1199;1617.4;1885.7;2037.9;2168.2;671.9;16
YEMEN;41;49;50;54;22;25;27;16;13;29;26;33;33;36;43;38;19;22;24;21.6;8.7;NULL;NULL;NULL;NULL;NULL;NULL
ZAMBIA;23;44;71;67;67;105;113;130;71;92;122;143;146;109;128;104;114;66;78.5;78.1;88.6;86.2;93.7;95.9;86.7;21.8;25.2
ZIMBABWE;152;230;228;302;380;272;265;150;170;156;113;97;112;111;160;128;158;114;131.4;143.5;153;141.1;222.6;237.2;190.5;37.45;70.6
