Pays;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021
NAMIBIA;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4;NULL;3;3;6;9;NULL;15;15.3;10.2;11.7;8.6;10.3;9.8;8.9;9.2;38.6;2.5;0.5
NAURU;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NEPAL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NETHERLANDS;NULL;NULL;NULL;NULL;287;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NEW CALEDONIA;2;2;2;2;2;2;1;2;1;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NEW ZEALAND;12;11;9;15;15;11;13;23;21;12;17;22;25;39;28;23;26;23;38;36.4;31.8;33.6;46;48.4;61;30.7;2
NICARAGUA;13;15;12;13;14;17;17;17;21;13;26;28;15;26;26;14;15;17;19;22;19.2;15.7;8;7;7.5;2.5;1.4
NIGER;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NIGERIA;NULL;NULL;NULL;17;17;18;21;22;25;28;29;32;560;407;520;183;67;257;319;624.4;785.5;328.9;103.6;105.1;107.2;24.2;24.9
NIUE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.2;NULL;NULL;2.4;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NORTH MACEDONIA;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NORTHERN MARIANA ISLANDS;7;8;10;9;8;12;6;10;7;11;9;7;4;9;9;4;5;2.4;2.6;4.7;3.4;5;4;1.4;3.3;2.1;0.5
NORWAY;NULL;NULL;NULL;700;673;673;655;690;698;694;709;750;808;731;748;824;827;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
OMAN;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
PAKISTAN;NULL;1;NULL;1;2;3;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;37;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
PALAU;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
PANAMA;6;6;7;8;9;9;13;15;10;23;21;21;13;NULL;NULL;NULL;NULL;NULL;NULL;404.8;297.2;250.8;445.2;417.7;436.4;193.6;90.6
PAPUA NEW GUINEA;2;NULL;NULL;NULL;4;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;6;5;6;7;7;8;9;16;19;43;55;51;NULL;NULL
PARAGUAY;19;19;17;12;12;NULL;7;6;5;8;10;10;22;25;21;16;24;29;31;18;51.6;203.8;341.5;129.8;120.7;25.5;NULL
PERU;5;5;6;5;14;6;6;7;7;10;11;20;25;25;33;24;24;22;19;32.4;30.9;31;32.1;31.6;19.9;11.2;NULL
PHILIPPINES;20;30;45;57;42;28;27;28;27;31;37;36;50;55;57;59;33;35;44;60;70;72.4;114;228;161.7;25.2;NULL
POLAND;482;551;1280;1574;1656;1764;1468;1433;1627;859;404;368;371;350;320;325;310;370;361;368;389;402;419;440.2;442.5;319.3;310.2
PORTUGAL;239;242;251;260;293;272;188;187;317;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
PUERTO RICO;956;1045;1108;1275;1197;1225;1357;1276;1164;1348;1387;1300;1375;1497;1232;1194;1166;1128;1038;1210;1509;1267;1414;1192;1751;1264.6;0
QATAR;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;5.6;3.6;12.3;13.6;18.5;18.5;19.4;29.4;58.6;103.8;196.8;132;33.8
REUNION;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
ROMANIA;175;161;171;160;141;141;135;137;152;186;187;209;234;262;164;154;168;186.6;196;189;178;166.6;161.2;162.4;185.1;99.2;218.1
RUSSIAN FEDERATION;538;573;718;820;787;903;967;945;923;1153;1147;1107;1149;1252;1247;1196;1269;1351;1486.5;1333;1290.1;NULL;NULL;NULL;NULL;NULL;NULL
RWANDA;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SABA;2.8;2.5;2.5;2.8;2.3;2.9;3.1;2.9;3.5;3.7;4.1;4.1;4.6;4.9;4.3;4.3;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SAINT KITTS AND NEVIS;121;86;103;154;139;171;259;167;152;262;220;206;251;402;456.8;519.4;609.6;557;581.9;701.4;913;935;1078.2;1152;987;271;102.4
SAINT LUCIA;185;196;328;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;16;18;16;23;16;15.4;15;24;28.1;37.3;41.1;46;7.7;1.5
SAINT VINCENT AND THE GRENADINES;127;128;107;114;137;162;168;157;149;162;152;200;231;160;190;153;130;122.4;126;132;130;147;225.6;275;313.3;127.6;32.4
SAMOA;NULL;NULL;NULL;2;4;3;3;3;3;4;3;4;4;4;2;3;3;3;3;3;4;6;4;4.8;7;3.4;1.5
SAN MARINO;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SAO TOME AND PRINCIPE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.4;0.8;0.3;1.5;0.3;NULL;NULL;NULL;NULL;2.418;1.866;0.2;0.7;NULL;NULL;NULL
SAUDI ARABIA;275;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;581;488;270;581;1020;289;228;5;1;19;68.8;48;89.6;67.2;75;100.4;16.5;6.6
SENEGAL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;10;9;10;4;10;5;6;9;5;6.5;13.2;7.7;8.5;10.5;NULL;NULL;NULL;NULL
SERBIA;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SERBIA AND MONTENEGRO;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SEYCHELLES;6;5;5;4;3;3;3;3;3;4;4;4;2;3;2;1;1;1;0.7;1;1;1;2;6;12.3;6.5;0.6
SIERRA LEONE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SINGAPORE;816;896;972;830;1018;1157;1197;1177;1028;1332;1364;1571;1538;1322;1154;1266;1328;1464;1518;1543.3;1602.5;1676.3;1760.9;2057;2211.7;390.9;8.1
SINT EUSTATIUS;5;4;6;6;6;8;10;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SINT MAARTEN (DUTCH PART);564;657;886;881;616;868;868;1055;1172;1348;1488;1422;1422;1346;1215;1513;1656;1753;1786;2002;1902;1669;1238;1597;1632;436;233
SLOVAKIA;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SLOVENIA;1;1;2;2;2;2;2;2;1;1;2;2;2;2;NULL;NULL;NULL;2;2.2;2.3;2.4;2.7;3.1;3.5;1;NULL;NULL
SOLOMON ISLANDS;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SOMALIA;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SOUTH AFRICA;26;30;37;38;49;26;17;18;5;3;3;7;5;2;1;5;9;11;7;4;6.8;11.3;9.1;15.6;16.1;10.2;0.3
SOUTH SUDAN;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SPAIN;NULL;NULL;NULL;601;1085;1083;1256;1225;1521;1511;1772;1460;1456;1452;1398;1441.5;1416;1078.5;908;859;976.1;1635.4;1965.7;2012.1;1720.8;223.3;227
SRI LANKA;0.3;0.2;0.4;0.3;0.2;0.3;0.2;NULL;0.2;0.2;0.3;0.4;0.3;0.1;0.4;0.4;2;3.14;26;26.7;25;24.3;25.6;85.8;98.8;28.1;NULL
STATE OF PALESTINE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SUDAN;NULL;NULL;NULL;4;4;4;5;7;8;8;37;7;59;58;84;198;214;114.9;118.3;191.4;NULL;160;162;NULL;NULL;NULL;NULL
SURINAME;26;21;17;15;15;15;14;NULL;17;16;38;35;33;31;38;59;70;85;100;98;87.3;90;78.1;NULL;NULL;NULL;NULL
SWEDEN;NULL;NULL;NULL;NULL;NULL;NULL;2221;2558;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;7019;7630;7036;7032;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SWITZERLAND;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SYRIAN ARAB REPUBLIC;10;9;12;12;15;30;21;20;19;28;33;27;24;29;9;12;2;NULL;NULL;NULL;NULL;0.5;0.7;1.1;0.8;0.5;0.9
TAIWAN PROVINCE OF CHINA;15;14;14;14;14;13;17;24;20;35;37;70;92;110;218;302;325;356;356;478;600.4;529;588.3;651.5;671.2;46.6;12.7
TAJIKISTAN;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
TANZANIA, UNITED REPUBLIC OF;16;22;35;8;6;15;21;20;25;24;10;14;16;9;10;23;3;3;59.2;60;62.5;77.1;76;11.4;10;11;12.9
THAILAND;159;137;116;178;234;248;250;225;180;247;242;303;280;213;254;486;552;563;705;NULL;NULL;473.6;494.1;616.3;761.1;NULL;NULL
TIMOR-LESTE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
TOGO;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;3.2;17.2;8.8;NULL;NULL
TONGA;4;4;3;8;13;8;6;8;11;10;18;15;19;15;29;17.9;22.4;9.8;11.5;15.4;18.8;27.5;24.1;23.3;26.7;2.5;NULL
TRINIDAD AND TOBAGO;22;51;36;43;63;104;85;67;65;58;66;73;82;45;115;102;60;49;33;43;79;83;70;126;91.4;45.6;NULL
TUNISIA;51;55;58;55;68;70;72;78;89;84;94;101;105;103;109;110;90;96;78;89;NULL;74.6;86.2;89.6;118.6;33;55.4
TÜRKIYE;885;922;953;1111;835;1145;1138;745;992;1152;1320;1457;1812;2680;2669;2122;2709;2528;2616;2493;2371.2;958;838;1039.7;1455.6;310;408.3
TURKMENISTAN;NULL;11;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
TURKS AND CAICOS ISLANDS;3;2;2;NULL;1;13;1;3;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
TUVALU;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.3;0.2;0.2;0.2;0.1;NULL;NULL;NULL;0.1;NULL;NULL;NULL;NULL;NULL;NULL;0.1;0.1;NULL;NULL
UGANDA;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
UKRAINE;560;530;1171;251;306;322;290;307;300;375;264;292;314;318;276;269;255;240;263;148;127;115.7;127.3;122.9;133.8;122.9;138.2
UNITED ARAB EMIRATES;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;392.2;317.5;422.9;398.5;396.9;538.7;279.3;127.8
UNITED KINGDOM;5998;6176;5746;5098;4993;4298;4002;4405;4369;4770;4675;4858;4459;4495;4463;4403.6;4388.9;4125.2;4301.7;4730.5;4892.4;4906.5;4666.3;4514.1;4460.4;NULL;834.1
UNITED STATES OF AMERICA;372;432;452;461;460.2359348781089;481.85186225261725;450.88290683471433;386.48157141639854;375.420823059211;417.0181087345282;420.48524664615223;452.5162044274805;502.8892708561057;460.3439605244893;427.3159532785156;415.912;411.282;449.587;578.297;597.837;565.267;553.457;531.737;561.207;536.7;57.7;74.6
UNITED STATES VIRGIN ISLANDS;1171;1316;1619;1616;1404;1768;1891;1739;1774;1965;1913;1903;1918;1757;1582;1859;2009;1904;1999;2084;1879;1777;1304;1431;1433;442;245.7
URUGUAY;852;916;1105;956;909;1018;741;469;537;691;692;775;897;990;983;1016;984;909;910;814.1;1026;1025.7;1199.9;1017.4;897.1;NULL;NULL
UZBEKISTAN;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
VANUATU;2;57;31;25;45;48;53;50;52;38;64;86;86;106.1;124.8;140.5;154.9;213.2;247.3;220.2;197;256;224;234;135.4;60.4;NULL
VENEZUELA, BOLIVARIAN REPUBLIC OF;2;3;3;3;3;8;3;117;77;105;115;134;121;3;5;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
VIET NAM;21;162;131;157;188;256;285;309;241;263;200;224;225;152;66;50;46;286;193;48;170;285;258.8;215.3;264.1;144.7;0.6
YEMEN;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4;3;13;9;8;2.4;2;3;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL
ZAMBIA;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8;8;4.3;3.2;7.1;7.3;4.5;6.3;2.6;6.7
ZIMBABWE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
