Pays;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021
AMERICAN SAMOA;34;35;26;36;41;48;40.9;2.8;8.2;3.5;30.6;25.3;24.1;24.3;23.5;0.9;NULL
ANGOLA;9;21;45;52;45;51;67;91;107;194;210;121;195;294;366;425;481;528;650;595;592;397;261;218;218;64;64
ARGENTINA;2289;2614;2764;3012;2898;2909;2620;2820;2995;3457;3823;4173;4562;4700;4308;6800;6703;6497;6510;7165;6816
ARMENIA;12;13;23;32;41;45;123;162;206;263;319;382;511;558;575;684;758;963;1084;1204;1192;1260;1495;1652;1894;375;870
AUSTRIA;17173;17090;16647;17352;17467;17982;18180;18611;19078;19374;19952;20269;20773;21935;21355;22004;23012;24151;24813;25291;26728;28121;29460;30816;31884;15091;12728
BANGLADESH;156;166;182;172;173;199;207;207;245;271;208;200;289;467;267;139;157;160;104;134;126;182;237;267;323;182;135
BELARUS;NULL;NULL;NULL;363;315
BELGIUM;5560;5829;6037;6179;6369;6457;6452;6720;6690;6710;6747;6995;7045;7165;6815;7186;7494;7560;7684;7887;8355;7481;8385;9119;9343;2584;3243
BENIN;190;199;NULL
BHUTAN;4.8;5.2;5.4;6.2;7.2;7.6;6.4;5.6;6.3;9.2;13.6;17.3;21;28;23;41;66;105;116;133;155;210;255;274;316;29.8;0.001
BOLIVIA, PLURINATIONAL STATE OF;284;313;355;387;342;319;316;334;427;480;524;521;573;594;599;679;711;798;798;871;882;961;1109;1142;1239;323.3;180
BOSNIA AND HERZEGOVINA;NULL;NULL;115;148;147;171;139;160;165;190;217;256;306;322;311;365;392;439;529;536;678;778;923;1053;1198;197;502
BOTSWANA;1721;1973;NULL;1614;1544;1966;NULL;NULL
BRAZIL;1991;2666;2850;4818;5107;5313;4773;3785;4133;4794;5358;5017;5026;5050;4802;5161;5433;5677;5813;6430;6306;6547;6589;6621;6353;2146;746
BRITISH VIRGIN ISLANDS;745;393;302;126
BRUNEI DARUSSALAM;119;226;157;214;242;209;225;201;218
BURKINA FASO;124;131;138;160;117;126;128;150;163;222;245;264;289;272;269;274;238;237;218;191;163;152;143;144;143;67;106
BURUNDI;34;27;11;15;26;29;36;74;74;133;148;214;192;202;212;142;144;147;234;235;131;187;299;NULL;NULL;NULL;NULL
CABO VERDE;28;37;45;52;67;115;134;126;150;157;198;242;267;285;287;336;428;482;503;494;520;598;668;710;758;180;135
CAMBODIA;220;260;219;287;368;466;605;787;701;1055;1422;1700;2015;2125;2162;2508;2882;3584;4210;4503;4775;5012;5602;6201;6611;1306;196.4
CAMEROON;100;145;232;247;262;277;221;226;NULL;190;176;NULL;NULL
CAYMAN ISLANDS;17.3
CENTRAL AFRICAN REPUBLIC;26;21;17;7.5;10;11.2;9.9;2.9;5.7;8.2;12;13.8;17.1;30.6;52.4;53.8;65.4;70.8;83.5;95.7;120.5;82;107;109;87;34.6;NULL
CHAD;46;77;61;70;71;77;86;97;119;120;98;87;77;79;11;40
CHILE;1540;1450;1644;1759;1632;1742;2504;2214;2490;2804;2986;3210;3248
COMOROS;23;24;26;27;24;24;19.4;18.9;20.6;23.3;25.9;28.5;15.2;14.8;11.3;15.3;18.8;22.8;21.9;22.8;23.6;26.8;28;35.9;45.1;7;28.8
CONGO;37;39;27;20;14;19;27;22;23;31;35;46;55;62;94;NULL;NULL;NULL
CONGO, DEMOCRATIC REPUBLIC OF THE;37;30;53;100;123;75;48;55;36;61;55;47;50;53;81;167;191;334;354;351;NULL;NULL;NULL;NULL;NULL
COOK ISLANDS;48;48;50;49;56;73;75;73;78;83;88;92;97;95;101;104;113;122;121;122;125;146;161;169;172;25.2;26.3
CYPRUS;640;1958
CZECH REPUBLIC (CZECHIA);3381;4558;4976;5482;5610;4773;5405;4743;NULL
DENMARK;NULL;2125;2158;2073;2023;3898;4088;3629
DJIBOUTI;21;20;20;21;21;20.1;21.6;22.5;23.2;26.3;30.2;39.5;40;54;58;51;56;60;63;NULL;NULL;NULL;133;142;167;75;114
EL SALVADOR;235;283;387;542;658
ESTONIA;2320;2531;2566;2490
ESWATINI;300;459
ETHIOPIA;103;109;139;112;115;136;148;156;180;184;227;330;358;383;427;468;523;597;681;770;864;871;933;849;812;271;518
FIJI;549;32
FINLAND;1779;1724;1832;2797;2731;2622;2789;3180;3224;3290;896;807
FRANCE;60033;70109;73147;77190;75202;77012;75048
FRENCH GUIANA;NULL;NULL;NULL;68;70;NULL;65;65;NULL;NULL;96.7;NULL;109;NULL;83;NULL;NULL;NULL;NULL;NULL;87;96;111;NULL;NULL;NULL;NULL
FRENCH POLYNESIA;252;228;189;213;212;208;222
GAMBIA;45;77;85;91;96;79;57;81;89;142;91;106;157;171;156;449;450;522;552;620;246;332
GERMANY;14847;15205;15837;16511;17116;18983;17861;17969;18399;20137;21500;23569;24421;24884;24220;26875;28374;30411;31545;32999;34970;35555;37452;38881;39563;12449;11688
GHANA;286;305;325;348;373;399;439;483;531;584;429;497;587;698;803;931;821;903;994;825;897;933;969;956;1130;355;624
GREECE;16165;15939;14915;15007;16427;15518
GUADELOUPE;296;NULL;NULL;NULL
GUAM;1362;1373;1382;1137;1162;1287;1159;1059;910;1160;1228;1212;1225;1142;1053;1197;1160;1308;1334;1343;1409;1536;1545;1549;1667;328;79
GUINEA;NULL;12;17;23;27;33;38;43;44;45;45;30;24;NULL;12.4;131;96;56;33;35;63;99;NULL;NULL;NULL;NULL
GUINEA-BISSAU;NULL;NULL;NULL;NULL;NULL;NULL;7.8;NULL;NULL;NULL;5;11.6;15.6;18;16;22.3;36.7;35.4;35.5;36.1;43.8;45.2;49.5;55;52.4;NULL;NULL
GUYANA;106;92;76;66;75;105;99;104;101;122;117;113;134;130;141;152;157;177;200;206;207;235;247;287;315;86.5;158.3
HONDURAS;271
INDIA;6309;6578;6968;13107;13284;14570
IRELAND;4818;5534;5923;6428;6747;6991;6697;6781;7098;7302;7700;8425;8754;8577;7668;7573;8119;8028;8855;9589;10422;11257;11543;12266;12401;NULL;NULL
ISRAEL;1063
KIRIBATI;3.9;4.2;5.1;5.7;3.9;3.9;4.7;5.3;4.9;5.9;1.4;0.07
KYRGYZSTAN;36;42;87
LEBANON;450;424;558;631;673;742;837;956;1016;1278;1140;1063;1017;1333;1844;2168;1655;1366;1274;1355;1518;1688;1857;1964;1936;414;890
LIBYA;43;81;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
LIECHTENSTEIN;59;56;57;59;60;61.6;56.5;48.7;49;48.5;49.8;54.9;72.8;72.9;66.5;64.3;67;62.4;59.6;61.3;56.7;69.1;79.3;85.3;98.1;58.4;70.3
LITHUANIA;1814;2024;2205
LUXEMBOURG;768;724;778;789;863;852;836;885;867;878;913;908;914;877;847;805;874;950;945;1038;1090;1054;1046;1018;1041;525;756
MADAGASCAR;83;101;121;138;160;170;62;139;229;277;312;344;375;163;196;225;256;196;222
MALAWI;192;194;207;220;254;228;266;383;424;427;438;638;735;742;755;746;767;770;795;819;805;849;837;871;978;199;432
MALAYSIA;24577;24714;25033;25715;27437;25721;26757;25948;25832
MALDIVES;315;339;366;396;430;481;471;491;572;625;403;608;688;687;662;793.0;931.4000000000001;976;1129;1205;1234;1286;1390;1484;1703;555;1322
MALI;42;98;75;83;82;86;89;96;110;113;143;153;164;190;160;169;160;134;142;168;159;173;193;203;217;75;168
MARSHALL ISLANDS;5.5;6.2;6.4;6.4;4.6;5.2;5.4;6;7.2;9;9.2;5.8;7.2;6;5.4;4.6;4.6;4.6;NULL;4.9;6.3;6.8;6.1;0.035
MAURITANIA;NULL;NULL;NULL;NULL;24;30;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MICRONESIA, FEDERATED STATES OF;NULL;17.6;17.2;13.4;16.1;20.5;15.3;19.1;18.2;19.3;19;19.1;21.1;25.7;47.5;44.7;35.4;38.3;42.1;35.4;31.2;29.6;NULL;19.2;18;NULL;NULL
MOLDOVA, REPUBLIC OF;69;67;63;70;73;60;64;75;89;95.6;93.9;94.4;121;145;160;174;29;69
MONACO;279;278;303;390;398;452;414;375;395;500;552;673;692;788;737;923;865;758;818;717;841;700;687;685;727;161.2;218.4
MONTENEGRO;NULL;NULL;NULL;NULL;NULL;NULL;NULL;136;142;188;272;378;984;1031;1044;1088;1201;1264;1324;1350;1560;1662;1877;2077;2510;351;1554
MYANMAR;194;490;491;478;435;416;475;487;597;657;660;630;716;731;763;792;816;1059;2044;3081;4681;2907;3443;3551;4364;903;131
NEPAL;363;394;422;464;492;464;361;275;338;385;375;384;527;500;510;603;736;803;798;790;539;753;940;1173;1197;230;151
NETHERLANDS;6574;6580;7841;9312;9874;10003;9500;9595;9181;9646;10012;10739;11008;10104;9921;10883;11300;11680;12783;13925;15007;15828;17924;18780;20129;7265;6248
NEW CALEDONIA;12.4
NIGER;35;68;68;41;39;50;52;39;55;57;58;60;48;73;66;74;82;94;123;135;135;152;164;157;192;85;NULL
NIUE;2.2;1.5;1.8;1.7;1.9;1.9;1.4;2.1;2.7;2.6;2.8;3;3.5;4.7;4.7;6.2;6.1;5;7;7.4;7.7;8.9;10.5;10.2;1.3;0.2
NORTH MACEDONIA;147;136;121;157;181;224;99;123;158;165;197;202;230;255;259;262;327;351;400;425;486;510;631;707;758;118;294
NORWAY;2880;2746;2702;5126;5398;5429;5872;6619;7001;6540;6780;1397;1435
OMAN;279;349;376;424;503;571
PAKISTAN;378;369;375;429;432;557;500;498;501;648;798;898;840;823;855;907;1161;966;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
PALAU;53;69;74;64;55;58;54;59;63;89;81;82;88;81;71;85;111;120;108;140;162;138;123;106;94;18.4;NULL
PAPUA NEW GUINEA;42;61;66;67;67;58;54;54;56;59;69;78;104
PERU;479;584;649;732;700;808;909;1072;1144
PHILIPPINES;1768;2069;2259;2209;2207;2006;1805;1943;1917;2307;2627;2851;3126;3181;3059;3570;3933;4295;4713;4953;5501;6111;6849;7624;8585;1533;164
PORTUGAL;6788;6962;6439;6756;7264;7503;9177;10497;11723;13359;15432;16186;17283;4208;6345
QATAR;309;327;333;320;357;378;376;587;557;732;913;946;964;1405
REUNION;304;350;374;400;394;430;424;426;432;430;409;279;381;396;422;420;471;447;416;406;426;458;251
RWANDA;NULL;NULL;NULL;NULL;NULL;104;113;NULL;NULL;NULL;NULL
SAMOA;68;73;68;78;85;88;88;89;92;98;102
SAO TOME AND PRINCIPE;6.2;6.4;4.8;5.6;5.8;7.1;9.2;10;10.6;15.8;12.3;11.8;14.5;15.2;8;12.2;NULL;NULL;NULL;25.6;28.9;28.9;33.4;34.9;10.7;15.1
SAUDI ARABIA;NULL;NULL;NULL;NULL;6585;6727;7511;7332
SENEGAL;292;294;326;378;387;411;422;441;NULL;NULL;NULL;NULL
SERBIA;NULL;NULL;NULL;NULL;NULL;NULL;NULL;312;339;392;453;469;696;646;645;683;764;810;922;1029;1132;1281;1497;1711;1847;446;871
SERBIA AND MONTENEGRO;228;301;298;283;152;239;351;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SIERRA LEONE;13.8;21.9;7.5;12.9;10.6;15.8;24.1;28.4;38.1;43.6;40;33.7;32.2;36;37;39;52
SINT EUSTATIUS;9.8;10.5;11.1;10.4;9.6;11.6;11.8;12;11.4;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SLOVAKIA;903;951;814;896;975;1053;1219;1399;1387;1401;1515;1612;1685;1767;1298;1327;1460;1528;NULL;NULL
SLOVENIA;1958;1824;2049;2236;2377;2502;2675;3022;3397;3991;4425;4702;1216;1832
SOLOMON ISLANDS;11.8;10.3;13.8;15.8;NULL;5.2;NULL;NULL;6.6;5.6;10.6;12.7;15.1;16.3;18.3;20.5;22.9;23.9;24.4;20.1;21.6;23.2;25.7;27.9;28.9;4.4;0.7
STATE OF PALESTINE;NULL;43;33;37;56;88;123;NULL
SUDAN;29;38;30;36;39;38;50;52;52;61;246;328;436;440;420;495;536;575;591;684;741;800;813;836;NULL;NULL;NULL
