Pays;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021
MAURITANIA;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MAURITIUS;107;120;132;143;154;163;161;162;161;180;183;186;213;226;196;212;219;237;228;223;242;260;283;296;320;65;42
MEXICO;103160;103442;107242;107927;117383;127268;123732;124633;123015;128903;128392;122022;109540;107519;98228;91657;88113;87494;90787;90982;94988;97372;94275;86279;82752;36055.5;32836
MICRONESIA, FEDERATED STATES OF;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MOLDOVA, REPUBLIC OF;71;54;35;28;37;32;30;52;67;68;57;68;82;85;93.3;117.2;136.1;146.8;157.60000000000002;180.6;189.79999999999998;177;229;264;310;75;217.6
MONACO;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MONGOLIA;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MONTENEGRO;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MONTSERRAT;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MOROCCO;1317;1212;1203;1275;1545;1508;1701;1533;1612;1603;2247;2135;2669;3421;2293;2175;2378;2323;2195;1850;1910;1864;1849;1923;2009;646;869
MOZAMBIQUE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MYANMAR;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NAMIBIA;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NAURU;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NEPAL;100;119;132;122;125;155;200;238;258;286;373;415;469;561;589;765;774;862;983;NULL;NULL;NULL;1197;NULL;NULL;NULL;NULL
NETHERLANDS;12313;12807;12858;13553;14184;13896;14214;16719;16425;17130;17039;16695;17523;18399;18340;18368;18560;18628;18094;17928;17535;18152;20763;20981;22045;7667;11601
NEW CALEDONIA;59;64;63;68;69;69;68;72;78;89;96;100;106;112;119;132;124;121;121;124;127;134;135;139;144;116;20
NEW ZEALAND;920;1093;1132;1166;1185;1283;1287;1293;1374;1733;1872;1861;1978;1967;1918;2026;2096;2172;2197;2276;2412;2611;2853;3038;3225;511;234
NICARAGUA;255;282;330;422;452;486;499;532;562;701;740;773;949;942;858;908;912;979;994;959;925;981;982;974;949;325;372
NIGER;10;10;10;10;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NIGERIA;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NIUE;NULL;NULL;NULL;NULL;0.5;1;1.2;1.1;1.4;1.5;1.6;1.6;1.8;1.8;1.7;1.6;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.5;0.5
NORTH MACEDONIA;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NORTHERN MARIANA ISLANDS;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NORWAY;590;692;753;NULL;2271;2394;2348;2629;2588;2960;3166;3236;3395;NULL;6640;7590;8130;9250;9280;9190;8750;8030;8170;8110;8890;1690;1860
OMAN;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2496;2664;2945;3100;2470;2829;3341;3972;4301;4727;5424;5902;6368;5975;6633;1657;1949
PAKISTAN;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
PALAU;NULL;NULL;NULL;9;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
PANAMA;185;188;194;211;221;216;200;200;227;256;285;284;314;369;336;392;414;447;619;853;965;1051;869;1020;1226;401;NULL
PAPUA NEW GUINEA;51;NULL;64;65;58;52;38;92;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
PARAGUAY;427;418;369;318;281;175;157;141;153;170;188;210;242;278;288;302;347;400;440;426;1008;1503;1913;1882;1885;495;476
PERU;508;510;577;538;513;730;1060;1232;1433;1635;1841;1857;1915;1913;1891;2058;2132;2296;2364;2442;2595;2751;2875;3078;3275;791;617
PHILIPPINES;1615;2121;1930;1817;1755;1670;1787;1969;1803;1920;2144;2745;3066;3355;3188;NULL;NULL;NULL;NULL;3488;5115;5703;NULL;NULL;NULL;NULL;NULL
POLAND;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;40841;44696;47561;50243;39270;42760;43270;48290;52580;35400;44300;44500;46700;48600;50600;26906;24220
PORTUGAL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1361;1490;1502;1893;1941;2195;2486;3100;680;1012
PUERTO RICO;1237;1184;1251;1250;1134;1259;1331;1227;1272;1361;1410;1468;1441;1438;1116;980;924;876;839;793;746;789;784;731;766;571;486
QATAR;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
REUNION;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
ROMANIA;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
RUSSIAN FEDERATION;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
RWANDA;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SABA;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SAINT KITTS AND NEVIS;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SAINT LUCIA;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SAINT VINCENT AND THE GRENADINES;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SAMOA;NULL;NULL;NULL;NULL;58;61;56;53;51;54;52;51;52;53;43;56;57;56;51;57;54;NULL;55;64;69;18.5;4.9
SAN MARINO;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SAO TOME AND PRINCIPE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8.6;10.3;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SAUDI ARABIA;NULL;NULL;NULL;NULL;NULL;NULL;NULL;7896;4104;4234;5009;2335;4817;4705;6467;18625;15865.39900996209;20085;22535.457944100002;22322.60023823204;25054;27618;28748;27425;27196;6658;10678.2
SENEGAL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SERBIA;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SERBIA AND MONTENEGRO;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SEYCHELLES;31;29;30;31;32;36;41;53;50;48;52;55;58;54;49;59;48;45;47;50;56;68;74;72;76;19;27
SIERRA LEONE;NULL;NULL;6;7;13;13;20;27;13;28;63;67;71;73;72;76;99;104;111;93;61;92;110;112;122;38;25
SINGAPORE;2867;3305;3671;3745;3971;4444;4363;4399;4221;5165;5159;5533;6024;6828;6961;7342;7753;8048;8647;8903;9125;9474;9889;10378;10711;1543;833
SINT EUSTATIUS;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SINT MAARTEN (DUTCH PART);NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SLOVAKIA;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SLOVENIA;NULL;NULL;NULL;NULL;NULL;1965;2055;2127;2114;2800;6736;6814;5569;5490;5575;5340;5073;4465;4440;4672;4909;5408;5410;5409;6049;1892;3032
SOLOMON ISLANDS;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SOMALIA;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SOUTH AFRICA;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SOUTH SUDAN;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SPAIN;3648;4224;3980;4794;3519;4100;4139;3871;4094;5121;10464;10678;12709;13042;13754;14254;15944;14916;13434;13952;17625;18277;20274;22287;22816;6236;8538
SRI LANKA;504;494;531;518;497;524;505;533;561;680;727;757;862;966;963;1122;1239;1269;1262;1311;1356;1448;1439;1476;1441;305;309
STATE OF PALESTINE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SUDAN;195;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SURINAME;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SWEDEN;10127;10390;10818;11422;10500;10147;10741;12888;12649;13950;15677;12559;12692;13291;11699;13042;14651;15548;15917;NULL;NULL;NULL;22121;19939;19061;6081;7615
SWITZERLAND;11148;12061;12515;11891;11815;12240;11554;11427;14976;NULL;NULL;NULL;NULL;17407;16522;15903;18949;20292;20303;19834;22087;21536;22481;24572;19797;7624;10164
SYRIAN ARAB REPUBLIC;1746;1871;2299;2411;2994;3863;3492;3299;3997;4309;4564;4042;4196;5253;5215;6259;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
TAIWAN PROVINCE OF CHINA;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
TAJIKISTAN;NULL;NULL;NULL;NULL;4.1;6.4;2.7;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;15;15;19;16;22;31;31;NULL;NULL;NULL
TANZANIA, UNITED REPUBLIC OF;157;148;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;370
THAILAND;1820;1845;1660;1412;1655;1909;2011;2250;2152;2709;3047;3382;4018;3908;4653;5451;5397;5721;5970;6444;6794;8204;8963;9966;10446;NULL;NULL
TIMOR-LESTE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
TOGO;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;191;216;236;269;NULL;NULL
TONGA;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
TRINIDAD AND TOBAGO;261;248;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;270;273;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
TUNISIA;1778;1428;1381;1526;1480;1632;1669;1939;2274;2312;2241;2302;2743;3118;2623;2250;2303;2897;2873;2637;NULL;1830;NULL;2515;2781;739;1748
TÜRKIYE;3981;4261;4633;4601;4758;5284;4856;5131;5928;7299;8246;8275;4956;4893;5561;6557;6282;5803;7526;7982;8751;7892;8887;8383;9651;2243;2738
TURKMENISTAN;21;29;31;357;NULL;78;111;79;34;32;33;33;38;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
TURKS AND CAICOS ISLANDS;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
TUVALU;NULL;NULL;NULL;1.9;2.2;2.9;2.8;2.7;2.6;2.3;2.2;2;2.4;NULL;NULL;NULL;2.1;NULL;NULL;NULL;NULL;NULL;NULL;4.2;4.7;1.5;0.5
UGANDA;NULL;NULL;148;241;327;153;152;184;189;231;189;254;272;337;311;324;367;469;471;511;523;568;563;NULL;488;197;331
UKRAINE;6552;6004;9632;7773;7399;13422;14849;14729;14795;15588;16454;16875;17866;16100;15961;17741;20335;21755;23988;22637;23336;25226;27067;27977;29346;11251;14726
UNITED ARAB EMIRATES;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;17891;18728;18866;18967;18906;6459;7454.8
UNITED KINGDOM;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
UNITED STATES OF AMERICA;74031;76803;78481;82758;84540;87973;84755;80883;75880;79655;79215;148512;140363;136149;130033;121574;114089;116329;118438;121708;131102;141526;148045;158445.4;170930.09999999998;60550.0;NULL
UNITED STATES VIRGIN ISLANDS;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
URUGUAY;NULL;NULL;562;654;778;667;531;530;495;569;658;666;635;734;826;1027;1534;1816;2281;2396;2217;1715;1789;1947;2199;NULL;93
UZBEKISTAN;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
VANUATU;11;11;11;12;12;12;11;11;12;13;14;15;16;19;20;21;22;23;26;26;27;20.3;26.3;28.4;36.4;9.4;NULL
VENEZUELA, BOLIVARIAN REPUBLIC OF;534;511;460;752;754;954;933;881;832;816;1067;1095;1410;1745;1651;1477;1719;1734;1931;1589;1539;1530;1079;NULL;NULL;NULL;NULL
VIET NAM;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
YEMEN;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
ZAMBIA;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
ZIMBABWE;256;69;123;213;331;NULL;NULL;NULL;386;498;474;541;547;593;631;650;693;720;2946;3182;3393;3192;2768;2288;3275;993;597
