Pays;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021
PAPUA NEW GUINEA;25;14;8;15;6;7;5;3;4.9;7.1;9.4;3.9299999999999997;4.5;3.7;2.1;2.4;5.1000000000000005;2.4;3.7;2.8000000000000003;1.7;1.6;15.260000000000002;4.23;NULL;NULL;NULL
PARAGUAY;162;159;145;128;95;88;91;76;81;87;96;112;121;128;225;243;261;291;299;314;348;356;399;393;409;98;66
PERU;521;773;911;947;911;861;763;836;1023;1232;1438;1775;2007;2396;2440;2475;2814;3074;3916;3907;4140;4288;4439;4505;4703;1002;1043
PHILIPPINES;1141;1551;2347;1431;2652;2334;2011;2018;1821;2390;2863;4051;5523;3293;2916;3441;4053;4963;5599;6059;6414;6289;8349;9715;11455;2499;984
POLAND;6927;8764;9053;8321;6498;6128;5121;4971;4733;6521;7161;8153;11729;12897;9888;9875;11471;11704;12242;12691;11164;11922;14080;15699;16011;8843;10136
PORTUGAL;5646;5572;5415;6390;6047;6029;6264;6643;7687;8902;9038;10487;12945;14081;12357;12984;14911;14578;16080;17577;16007;17347;21586;24365;24592;10533;13823
PUERTO RICO;1828;1898;2046;2233;2139;2388;2728;2486;2677;3024;3239;3369;3414;3535;3176;3211;3143;3193;3311;3439;3825;3974;3903.6;3339.8;3636.7;2939.4;2802.9
QATAR;NULL;NULL;NULL;NULL;122;128;272;285;369;498;760;874;NULL;NULL;NULL;NULL;4463;7220;8452;10576;12131;12593;15757;15239;15647;14318;14830
REUNION;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
ROMANIA;689;670;603;351;306;394;419;400;523;607;1324;1675;2073;2626;1688;1631;2016;1904;2307;2388;2229;2474;3553;3879;4240;1619;3525
RUSSIAN FEDERATION;4312;7102;7164;6508;3723;3429;4726;5278;5879;7262;7805;9720;12426;15821;12369;13239;16961;17876;20198;19451;13186;12822;14938;18735;17288;6029;6314
RWANDA;4;6;19;20;21;27;29;31;30;44;67;148;177;224;223;224;298;337;364;376;427;443;496;547;635.9;212;284
SABA;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SAINT KITTS AND NEVIS;63;68;72;71;69;58;62;57;75;103;121;132;125;110;83;90;94;95;101;343;317;332;352;366;353;98;96
SAINT LUCIA;230;237;253;283;263;281;233;210;282;326;382;294;302;311;296;309;321;337;354;778;810;776;875;963;1064;340;780
SAINT VINCENT AND THE GRENADINES;53;64;71;73;85;82;89;91;91;96;104;113;110;96;88;86;92;94;92;178.5;211.1;221.3;215.4;244;246;90;47
SAMOA;35.699440885284616;40.39802241076014;38.511843999999996;39.600471;42.5;41;39;45;54;70;73.8;88.4;102.4;111.6;115.2;123.7;134.9;148.2;137.2;147.7;142.4;148.7;167;192.3;206.1;23.06;0.2
SAN MARINO;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;212;227;227;155;NULL
SAO TOME AND PRINCIPE;NULL;NULL;NULL;4.1;9.2;9.9;6.2;6.9;7.4;7.7;7.3;6.7;5;7.7;8.3;11.1;15.9;15;30.6;56;62.1;68.8;65.9;71.9;44.7;16.4;30
SAUDI ARABIA;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;6486;4626;4769;6907;6775;6744;7536;9317;8400;8690;9263;11183;13438;15020;16974;19849;4646;4639
SENEGAL;168.1803070896948;164;171;181;183;152;175;210;269;286;334;329;622;640;475;464;525;469;495;482;417;439;470;557;NULL;NULL;NULL
SERBIA;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1018;1114;986;950;1149;1080;1221;1352;1322;1461;1706;1941;2000;1430;2172
SERBIA AND MONTENEGRO;42;43;45;40;19;30;54;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SEYCHELLES;224;182;195;191;202;225;221;247;258;256;269;323;396;408;349;352;380;429;484;481;483;751;843;852;884;334;594
SIERRA LEONE;57;29;10;6;6;10;14;38;60;58;64;23;22;34;25;26;44;47;66;35;37;41;39;39;43;39;NULL
SINGAPORE;7611;7402;6326;4603;5089;5142;4641;4458;3842;5327;6209;7536;9066;10615;9225;14178;17929;18795;19231;19161;16617;18979;19922;20422;20313;5176;3808
SINT EUSTATIUS;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SINT MAARTEN (DUTCH PART);349;322;379;430;443;511;484;489;538;626;659;651;665;667;619;681;729;854;871;922;913;871;646;468;708;243;499
SLOVAKIA;630;681;555;493;465;441;649;742;876;931;1282;1655;2352;3096;2541;2334;2515;2365;2702;2642;2480;2812;3024;3318;3350;1340;1179
SLOVENIA;1128;1280;1225;1135;1011;1016;1059;1152;1427;1725;1894;2075;2464;2955;2817;2808;3048;2793;2966;3052;2594;2717.9;3055.1;3377.5;3353.1000000000004;1460.7;2032
SOLOMON ISLANDS;17.099999999999998;16.0;9.7;7.1;9.7;4.0;8.8;0.7999999999999999;1.6;3.52;6.4;30.900000000000002;33.1;31.2;39.3;50.8;65.89999999999999;65.4;70.5;64.8;60;71;79;92;82;7;NULL
SOMALIA;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SOUTH AFRICA;2654;3137;3422;3419;3407;3338;3256;3695;6674;7571;8629;9211;10226;9178;8684;10309;10706;11202;10468;10484;9140;8807;9706;9789;9064;2716;2113
SOUTH SUDAN;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.8;22;23.5;26;12;5.5;NULL;13.5
SPAIN;27369;29751;28649;31592;32733;31528;32519;34130;42786;48746;51959;56181;63491;68875;59795;58348;67809;62936;68414;71656;62449;66982;75906;81420;79571;18379;34183
SRI LANKA;367;282;351;369;414;388;347;594;709;808;729;733;750;803;754;1044;1421;1756;2506;3278;3978;4591;5083;5608;4663;1076;615
STATE OF PALESTINE;255;242;239;346;377;94;14;14;66;84;52;25;99;146;193;409;615;469;510;412;308;234;241;301;726;465;266
SUDAN;8;8;4;2;2;5;3;108;17;21;114;194;390;255;231;82;179;772;773;967;949;1009;1029;1043;821;689;1077
SURINAME;52;44;38;36;45;42;26;17;18;52;96;109;73;83;70;69;69;79;92;103;99;74;61;73;64;19;14.2
SWEDEN;4390;4534;4025;4997;4943;4825;5200;5671;6548;7686;7628;9714;11889;11732;9769;10674;10209;10104;9166;9231;8374;9129;10019;9973;9173;4347;6032
SWITZERLAND;11354;10779;10036;10188;9135;9058;9392;9198;10427;11217;11914;12961;14934;18016;17023;17883;20809;19567;20239;21355;20138;19784;20398;21296;21378;11111;12125
SYRIAN ARAB REPUBLIC;1258;1165;1013;1017;1031;1082;1150;970;877;1883;2035;2113;2972;3176;3781;6308;1816;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
TAIWAN PROVINCE OF CHINA;3985;4219;3943;3800;4057;4253;4849;5077;3578;4670;5740;5956;6274;7156;7956;10387;13067;14115;14782;17419;16987;12824;14847;16366;17102;2346;901
TAJIKISTAN;NULL;NULL;NULL;NULL;NULL;NULL;NULL;5.0;6.2;9.6;9.1;11.2;16.5;23.7;19.5;141.5;184.1;286.6;233.3;220.2;146;149.6;171.6;170.9;179.1;102.4;98.89999999999999
TANZANIA, UNITED REPUBLIC OF;502;473;343;404;467;381;626;639;654;762;835;986;1215;1293;1192;1279;1383;1754;1939;2047;1924;2149;2265;2465;2624.5;726;1324
THAILAND;9257;10367;9052;7954;9416;9935;9378;10388;10456;13054;12103;16624;20625;22510;19811;23796;30924;34565;41765;38451;44851;48459;57057;61383;64371;14573;5276
TIMOR-LESTE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;20.3;26;14;16;24;18;21;29;35;51;58;73;78;70;26;12
TOGO;13;10;12;15;10;11;14;16;26;25;27;23;38;44;73;105;209;206;233;233;212;223;245;269;264;151;NULL
TONGA;10;13;16;8;9;7;6.8;5.9;10.3;13.100000000000001;15.0;15.7;15.200000000000001;18.0;18.4;17.3;32.5;40.0;47.0;38.3;46.4;52.699999999999996;48.5;48.1;57.1;47.7;9.129999999999999
TRINIDAD AND TOBAGO;232;262;344;356;365;371;361;402;437;568;593;517;621;557;548;630;650;852;856;875;809;708;717;541;481;152;60
TUNISIA;1838;1895;1858;1980;2118;1977;2061;1831;1935;2432;2800;2999;3373;3909;3524;3477;2529;2931;2863;3042;1869;1706;1782;2320;2683;1007;1241
TÜRKIYE;4957;5650;7002;7177;5203;7636;10067;11901;13203;15888;20760;19137;21662;26446;26331;26318;30302;31566;37984;40028;35648;26505;31993;36791;41313;13609;27899
TURKMENISTAN;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
TURKS AND CAICOS ISLANDS;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;584;619;706;571;787;NULL;NULL;NULL
TUVALU;NULL;NULL;NULL;NULL;NULL;NULL;0.6;0.8;0.9;1.3;1.2;1.2;1.5;1.9;1.5;2.4;2.4;2.7;4.8;4.7;6;5.8;6.699999999999999;7.0;8.7;2.1;1.0
UGANDA;78;117;135;144;151;165;187;194;185;268;382;347;402;536;683;802;977;1157;960;984;1049;1118;954;1522;1400;519;942
UKRAINE;191;448;477;539;503;563;759;1001;1204;2931;3542;4018;5320;6722;4349;4696;5406;5988;5931;2264;1662;1723;2019;2269;2595;669;1387
UNITED ARAB EMIRATES;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;25587.1;28657.4;29705.5;34609.5;38413.299999999996;24615.4;34440
UNITED KINGDOM;27577;29181;30483;31658;24007;23569;21712;23708;26057;32114;34252;40160;44970;41470;37072;38567;42742;45398;50498;56748;55839;53026;54912;56043;58430;26668;32959
UNITED STATES OF AMERICA;93743;102196;107047;105095;109188;118316;105454;97415;94814;107210;116682;121030;134800;149094;137111;161821;178935;195113;213105;222746;230574;228549;233758;241984;239065;84300;82974
UNITED STATES VIRGIN ISLANDS;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
URUGUAY;725;890;862;695;653;827;700;409;419;591;699;711;928;1195;1460;1669;2401;2666;2481;2341;2349;2396;2924;2708;2335;1082;588
UZBEKISTAN;NULL;NULL;NULL;NULL;NULL;63;72;68;48;57;28;43;51;64;99;121;NULL;NULL;NULL;660;688;579;835;1314;1679;395;679
VANUATU;45;56;53;72;59;69;58;72;83;93;104;109;142;188;214;242;249;268;314;284;254;276;251;273;287;58;2.2
VENEZUELA, BOLIVARIAN REPUBLIC OF;995;1026;623;769;643;469;677;484;378;554;722;843;972;1097;1053;885;806;904;926;900;654;546;NULL;NULL;NULL;NULL;NULL
VIET NAM;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
YEMEN;50;55;70;84;61;73;38;38;139;139;181;181;425;886;899;1291;910;1005;1097;1199;116;116;NULL;NULL;NULL;NULL;NULL
ZAMBIA;NULL;NULL;29;40;53;67;80;64;88;92;447;506;599;542;474;492;555;518;552;642;660;683;653;742;819;412;393
ZIMBABWE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;129;135;164;174;183;186;191;194;158;191;285;66;NULL
nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
