Arrivee
NL;2015;15007
NE;2015;135
NU;2015;7.7
MK;2015;486
PW;2015;162
PH;2015;5501
RS;2015;1132
SB;2015;21.6
SD;2015;741
CH;2015;9305
TH;2015;428
TL;2015;61.6
TG;2015;274
TV;2015;2.4
UG;2015;1303
ZM;2015;932
AO;2016;397
AM;2016;1260
AT;2016;28121
BD;2016;182
BE;2016;7481
BT;2016;210
BO;2016;961
BA;2016;778
BR;2016;6547
BF;2016;152
BI;2016;187
CV;2016;598
KH;2016;5012
CF;2016;82
KM;2016;26.8
CK;2016;146
ET;2016;871
GF;2016;96
GM;2016;332
DE;2016;35555
GH;2016;933
GU;2016;1536
GN;2016;99
GW;2016;45.2
GY;2016;235
IE;2016;11257
LB;2016;1688
LI;2016;69.1
LU;2016;1054
MW;2016;849
MV;2016;1286
ML;2016;173
MH;2016;6.8
FM;2016;29.6
MC;2016;700
ME;2016;1662
MM;2016;2907
NP;2016;753
NL;2016;15828
NE;2016;152
NU;2016;8.9
MK;2016;510
PW;2016;138
PH;2016;6111
RS;2016;1281
SB;2016;23.2
SD;2016;800
CH;2016;10402
TL;2016;65.6
TG;2016;339
TV;2016;2.5
UG;2016;1323
ZM;2016;956
AO;2017;261
AM;2017;1495
AT;2017;29460
BD;2017;237
BE;2017;8385
BT;2017;255
BO;2017;1109
BA;2017;923
BR;2017;6589
BF;2017;143
BI;2017;299
CV;2017;668
KH;2017;5602
CF;2017;107
KM;2017;28
CK;2017;161
DJ;2017;133
ET;2017;933
GF;2017;111
DE;2017;37452
GH;2017;969
GU;2017;1545
GW;2017;49.5
GY;2017;247
IE;2017;11543
LB;2017;1857
LI;2017;79.3
LU;2017;1046
MW;2017;837
MV;2017;1390
ML;2017;193
MH;2017;6.1
MC;2017;687
ME;2017;1877
MM;2017;3443
NP;2017;940
NL;2017;17924
NE;2017;164
NU;2017;10.5
MK;2017;631
PW;2017;123
PH;2017;6849
RS;2017;1497
SB;2017;25.7
SD;2017;813
CH;2017;11133
TL;2017;73.9
TG;2017;515
TV;2017;2.5
UG;2017;1402
ZM;2017;1009
AO;2018;218
AM;2018;1652
AT;2018;30816
BD;2018;267
BE;2018;9119
BT;2018;274
BO;2018;1142
BA;2018;1053
BR;2018;6621
BF;2018;144
CV;2018;710
KH;2018;6201
CF;2018;109
KM;2018;35.9
CK;2018;169
DJ;2018;142
ET;2018;849
DE;2018;38881
GH;2018;956
GU;2018;1549
GW;2018;55
GY;2018;287
IE;2018;12266
LB;2018;1964
LI;2018;85.3
LU;2018;1018
MW;2018;871
MV;2018;1484
ML;2018;203
MH;2018;0.035
FM;2018;19.2
MC;2018;685
ME;2018;2077
MM;2018;3551
NP;2018;1173
NL;2018;18780
NE;2018;157
NU;2018;10.2
MK;2018;707
PW;2018;106
PH;2018;7624
RS;2018;1711
SB;2018;27.9
SD;2018;836
CH;2018;11715
TL;2018;74.6
TG;2018;573
TV;2018;3.1
UG;2018;1506
ZM;2018;1072
AO;2019;218
AM;2019;1894
AT;2019;31884
BD;2019;323
BE;2019;9343
BT;2019;316
BO;2019;1239
BA;2019;1198
BR;2019;6353
BF;2019;143
CV;2019;758
KH;2019;6611
CF;2019;87
KM;2019;45.1
CK;2019;172
DJ;2019;167
ET;2019;812
DE;2019;39563
GH;2019;1130
GU;2019;1667
GW;2019;52.4
GY;2019;315
IE;2019;12401
LB;2019;1936
LI;2019;98.1
LU;2019;1041
MW;2019;978
MV;2019;1703
ML;2019;217
FM;2019;18
MC;2019;727
ME;2019;2510
MM;2019;4364
NP;2019;1197
NL;2019;20129
NE;2019;192
NU;2019;1.3
MK;2019;758
PW;2019;94
PH;2019;8585
RS;2019;1847
SB;2019;28.9
CH;2019;11818
TL;2019;80.8
TG;2019;876
TV;2019;3.7
UG;2019;1543
ZM;2019;1266
AO;2020;64
AM;2020;375
AT;2020;15091
BD;2020;182
BE;2020;2584
BT;2020;29.8
BO;2020;323.3
BA;2020;197
BR;2020;2146
BF;2020;67
CV;2020;180
KH;2020;1306
CF;2020;34.6
KM;2020;7
CK;2020;25.2
DJ;2020;75
ET;2020;271
DE;2020;12449
GH;2020;355
GU;2020;328
GY;2020;86.5
LB;2020;414
LI;2020;58.4
LU;2020;525
MW;2020;199
MV;2020;555
ML;2020;75
MC;2020;161.2
ME;2020;351
MM;2020;903
NP;2020;230
NL;2020;7265
NE;2020;85
NU;2020;0.2
MK;2020;118
PW;2020;18.4
PH;2020;1533
RS;2020;446
SB;2020;4.4
CH;2020;3690
TL;2020;17.9
TG;2020;482
TV;2020;0.6
UG;2020;473
ZM;2020;502
AO;2021;64
AM;2021;870
AT;2021;12728
BD;2021;135
BE;2021;3243
BT;2021;0.001
BO;2021;180
BA;2021;502
BR;2021;746
BF;2021;106
CV;2021;135
KH;2021;196.4
KM;2021;28.8
CK;2021;26.3
DJ;2021;114
ET;2021;518
DE;2021;11688
GH;2021;624
GU;2021;79
GY;2021;158.3
LB;2021;890
LI;2021;70.3
LU;2021;756
MW;2021;432
MV;2021;1322
ML;2021;168
MC;2021;218.4
ME;2021;1554
MM;2021;131
NP;2021;151
NL;2021;6248
MK;2021;294
PH;2021;164
RS;2021;871
SB;2021;0.7
CH;2021;4390
TL;2021;5.5
TV;2021;0.04
UG;2021;513
ZM;2021;554
