Pays;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021
NIGERIA;33;48;50;53;56;58;68;80;94;111;117;129;222;244;256;258;177;478;241;258.2;404.9;309.5;345.9;329.6;327.8;76.1;76.3
NIUE;0.1;0.1;0.1;0.1;0.1;0.2;0.2;0.3;0.2;0.1;0.2;0.2;0.2;0.3;0.2;0.3;1.2;0.1;0.2;0.2;0.1;0.2;0.2;NULL;NULL;NULL;NULL
NORTH MACEDONIA;4;6;5;9;15;17;8;8;8;8;8;9;9;10;9;10;11;10.6;13;13.2;15.4;16;21.4;25.4;27.3;4.3;12.2
NORTHERN MARIANA ISLANDS;99;85;76;61;50;52;35;36;35;37;38;33;28;31;30;27;24;22.2;21.4;20.7;20.2;22.9;26;24.5;24.1;6.1;5.4
NORWAY;NULL;NULL;NULL;139;159;141;141;126;144;176;146;163;177;136;132;160;164;244.6;261.8;326.4;331.7;369.1;526.6;544.7;618.5;121;122.4
OMAN;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;50.1;53.9;13.4;9.1
PAKISTAN;58;54;54;61;61;90;82;88;86;103;146;161;161;156;162;168;251;202;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
PALAU;10;10;10;5;6;7;5;5;4;6;6;6;6;7.6;7;8.2;8.6;8.3;9;9.1;8.9;8.6;8.2;8.6;8.4;2;NULL
PANAMA;281;288;323;323;335;353;367;376;411;439;507;620;836;984;916;1006;1134;1285;1311.4;1354.6;1608.1;1483;1433.1;1392.8;1403.5;316.3;510.4
PAPUA NEW GUINEA;5;6;7;7;6;7;6;7;5;5;6;7;8;8;9;11;12;12;13.2;14.5;15.9;15.1;10.8;12.1;12.8;2.6;1.7
PARAGUAY;354;349;316;283;214;286;260;232;248;284;312;349;370;384;395;433;481;519;553;587;1148.7;1242.2;1525.9;1121.4;1143.6;235.6;81.7
PERU;300;372;436;511;465;535;534;714;762;929;1066;1190;1399;1486;1581.2;1747;1997;2191;2473.4;2479;2679.9;2934.5;3186.1;3538;3461.2;733.5;340.5
PHILIPPINES;391;435;496;541;534;511;451;454;444;546;605;652;675;685;686;711;748;783;814.6;875;946;1057.2;1176.5;1279.8;1327.9;273.5;47.4
POLAND;235;251;276;307;298;330;307;272;294;345;439;466;453;380;338;395;400;425;425;648;703;765;784;825;891;205.3;205.7
PORTUGAL;350;337;374;509;454;564;536;464;481;367;413;580;643;676;623;760;874;947;1115.7;1282.2;1372.1;1626;2271.4;2674.2;3146.4;517.2;707
PUERTO RICO;2278;2238;2474;2569.6;2284;2501;2635;2230;2471;2754;2847;2930;2887;2912;2704;2640;2594;2588;2711;2783.5;3069;3247.3;3053.8;2672.8;2843;2377;2698.8
QATAR;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;87.5;92.1;101.8;119;133.3;145.2;146.1;157.7;155.9;161.2;205.2;51.9;29
REUNION;1;1;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
ROMANIA;66;75;81;90;84;95;96;102;115;139;154;172;189;192;169;171;182;208;209;293.6;247.4;259.3;292.2;297.1;320.7;46.5;106.1
RUSSIAN FEDERATION;271;246;293;292;255;293;306;343;421;477;457;533;466;503;469;421;439;444;493.7;426.4;407;410.8;499.4;651.1;483.5;33.7;NULL
RWANDA;NULL;NULL;NULL;NULL;NULL;2;3;NULL;NULL;NULL;NULL;21;23.4;31.2;28.4;33.5;38.2;32.9;37.7;35.1;39.1;40.5;46.7;50.4;53.8;14;14.9
SABA;4.3;4.5;4.5;4.7;4.2;4.1;4.4;4.4;4.1;4.8;5.3;5.1;5.7;6.4;5.9;6;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SAINT KITTS AND NEVIS;69;71;75;77;68;45;59;60;76;103;125;124;106;113;74.3;86.6;91.8;92.1;94.3;98.4;102.5;100.7;100;111.4;105.6;26.2;18.1
SAINT LUCIA;143;148;149;161;162;168;165;175;183;197;215;214;192;198;190;217;216;212;229;241;256;264.4;289.6;295;318.4;96.3;163.3
SAINT VINCENT AND THE GRENADINES;42;39;46;46;47;NULL;51;58;60;67;74;74;65;61;55;54;52;53;50.1;49;52.5;56.1;58.2;60.8;63.6;18.1;16.4
SAMOA;6;8;7;8;8;9;9;9;9;8;10;9;8;9;10;9;8;8;7.5;8.8;11.1;11;11.2;14.4;14;1.5;0.1
SAN MARINO;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;17;22;37;19;12;12;19;18;17.3;26;15.9;21.1;17.6;15.7;12.4;0.8;1.9
SAO TOME AND PRINCIPE;0.4;0.3;0.2;NULL;NULL;NULL;1.2;0.3;0.6;0.7;0.6;0.5;0.3;0.4;NULL;0.5;1;NULL;NULL;NULL;NULL;2.357;1.496;2.271;NULL;NULL;0.523
SAUDI ARABIA;29;NULL;NULL;NULL;NULL;54;47;52;46;53;70;66;236;297;57;54;54;157;179;209;284.4;704.2;535.5;909.3;1018.5;141.6;80
SENEGAL;11;13;12;12;10;13;11;10;10;25;26;26;26;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SERBIA;NULL;NULL;NULL;NULL;NULL;NULL;NULL;12;14;13;16;17;19;15;16;19;19;22;24;30.6;37;41.4;50.3;58.6;64.4;14.5;31.2
SERBIA AND MONTENEGRO;4;6;6;10;3;4;11;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SEYCHELLES;6;7;7;7;4;6;7;4;3;4;4;3;4;4;5;4;5;6;6.1;6.7;8.5;9.5;14.5;14.3;15.6;4;6.4
SIERRA LEONE;2.1;3.9;1.2;1.4;0.1;2.5;3.2;3.8;4.7;4.8;4.7;6.7;6.2;7;7;7;11;11;19.9;9.3;5.5;6.9;11.9;15.4;15;4.7;11
SINGAPORE;426;459;460;425;444;483;434;416;315;422;470;510;524;505;468;525;564;616.4;641.5;635.3;657.3;680.6;758.7;861.7;962.7;171.3;13.6
SINT EUSTATIUS;3.3;2.9;2.9;3;2.9;3.4;3.4;3.4;3.5;3.7;3.5;3.2;3.9;3.8;3.6;3.5;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SINT MAARTEN (DUTCH PART);293;211;272;290;281;272;270;260;301;338;332;328;335;336;310;308;292;319;333;361;354.7;366.7;273.3;92.6;214;68;175.1
SLOVAKIA;26;28;26;30;31;36;36;33;34;39;42;39;44;41;30;36;43;46;52.1;45.2;61.4;68.8;74.7;82.4;90.5;14.4;15.2
SLOVENIA;15;17;17;21;22;30;33;36;36;46;59;67;67;66;55;71.5;77.9;87.9;103.2;112.9;134;146.8;174;208;226.8;22.9;49.9
SOLOMON ISLANDS;1.1;0.6;1.3;1.1;NULL;0.5;NULL;NULL;0.6;0.3;0.6;0.9;1;1.2;1.1;1;1.2;1.4;1.3;1.3;1.6;1.6;1.8;1.8;2.1;0.2;NULL
SOMALIA;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SOUTH AFRICA;160;178;208;255;245;248;242;255;262;291;322;358;387;407;333.5;458;433;514;545.5;435;403.8;473.7;545.5;561.2;560.7;119.9;99.4
SOUTH SUDAN;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SPAIN;NULL;NULL;1792;2113;2216;2452;2125;2001;1894;2079;2233;2378;2313;2398;2574;2618;2887;3123;3065.1;3132;3638;4573.9;5866;6370.5;7092.1;1320.5;1867.3
SRI LANKA;15;13;16;18;19;18;16;20;26;31;47;36;32;28;26;41;50;61;69;77;89.6;104;110.9;137.6;127.4;31.8;11.8
STATE OF PALESTINE;NULL;NULL;35;32;40;39;8;6;6;11;14;19;32;39;63;88;57;54;68;74;54;47.4;60.5;70.4;77.7;9.6;0.6
SUDAN;NULL;NULL;NULL;5;6;4;4;NULL;NULL;NULL;21;12;16;15;21;20;21;24.2;26.4;38.4;42.6;45.1;49;49;NULL;NULL;NULL
SURINAME;20;10;10;6;6;8;3;4;7;45;56;51;52;52;59;88.7;103.9;123.7;136;129.7;116.7;132.5;104.5;NULL;NULL;NULL;NULL
SWEDEN;NULL;NULL;NULL;NULL;NULL;NULL;255;243;217;225;247;250;260;239;190;226;671;652;724.4;313.6;335.8;349.5;485.5;516.3;613.2;191.1;287.5
SWITZERLAND;980;946;990;1074;1020;1199;1027;871;757;NULL;830;934;954.115;878.356;820.495;916.493;924.383;952;1004;1036.8;1095.5;1202;1360.8;1494.9;1616.4;247.2;373.9
SYRIAN ARAB REPUBLIC;19;21;26;28;31;38;43;45;44;58;58;59;59;75;84;97;37;NULL;NULL;NULL;NULL;16.3;18.6;26;30.9;5.4;22.3
TAIWAN PROVINCE OF CHINA;331;334;350;355;365;410;402;437;315;444;457;461;469;461;442;475;495;497;502.4;565;588.2;649.3;702;732.5;766.3;106.1;14.6
TAJIKISTAN;NULL;0.1;0.3;0.4;0.4;0.8;0.9;NULL;NULL;NULL;NULL;NULL;NULL;1;1;1;1;1;0.8;1.8;4.3;4.6;3.8;4.7;7;1.3;4.1
TANZANIA, UNITED REPUBLIC OF;29;32;35;47;62;49;46;59;50;53;62;71;81;88;68;71;95;101;100.6;124;98.5;118.4;125.6;134.9;138.1;42.4;61.3
THAILAND;358;384;388;449;515;585;604;640;577;693;740;825;818;853;795;792;885.6;1006.9;1104;1048.9;1168.8;1341.5;1449.1;1534;1559.8;318.4;47.4
TIMOR-LESTE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1.2;2;2.9;3.4;2.5;3.2;3.9;2.8;2.3;2.5;2.8;2.8;2.7;2.23;0.5;0.3
TOGO;3;3;4;5;3;2;2;2;2;3;3;3;3;2;6;6;8;8;8.3;7.5;5.6;29.9;32.5;33.5;53.3;18.2;NULL
TONGA;6;6;5;6;6;8;7;8;8;8;8;6;6;6;6.1;6.8;5.9;6.1;6.2;6.5;7.1;8.5;8.9;7.7;10.9;1.3;NULL
TRINIDAD AND TOBAGO;204;208;250;255;278;309;286;308;324;347;365;368;356;365;351;325;339;333.2;337.7;328.1;359.4;337.9;326;308.2;320.3;77;33.4
TUNISIA;25;27;27;28;27;31;28;22;23;30;35;34;36;39;39;39;24;31;26;27.3;25;25.4;32.8;42.4;49.8;11.3;19.6
TÜRKIYE;204;220;268;317;283;361;327;254;213;283;391;459;585;561;559;550;660;714;790;846.1;936;592.8;574.4;827.3;1029.4;258.4;570.8
TURKMENISTAN;2;4;3;NULL;NULL;0.4;0.4;0.2;0.2;0.4;0.4;0.5;0.8;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
TURKS AND CAICOS ISLANDS;68;73;79;90;98;136;148;140;149;149;157;221;NULL;NULL;NULL;NULL;344;282;281;345;370;432.6;399.4;418.8;459.3;158.7;NULL
TUVALU;NULL;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.2;0.3;0.3;0.1;NULL
UGANDA;11;12;14;15;13;12;13;15;16;23;29;36;42;54;47;65;62.9;70.4;73.2;76.7;61.6;71.1;77.9;NULL;150.4;11.8;9.7
UKRAINE;59;26;80;64;70;71;64;53;83;99;96;143;167;163;161;163;165;176;178;105.7;137.6;177.5;197.1;240.7;245.5;55.6;127.7
UNITED ARAB EMIRATES;93;84;80;111;130;139;150;239;254;286;432;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3214.2;1174.5;1134.6;1185.5;1208.2;1245;363.7;575.1
UNITED KINGDOM;4101;4017;4509;5053;5000;5287;4582;4619;4326;4692;4596;5167;4827;4212;3883;3794.6;4233.6;4051.1;4200.5;4387.2;5015;5564.6;6490.2;6310.7;6284.1;1170.8;862.1
UNITED STATES OF AMERICA;26542.674;27924.242;28132.79;27494.232;28764.295;30357.382;29597.63;28036.209;26368.034;29195.347;31178.835;33128.595;36619.652;37198.161;36052.067;38859.223;40591.371;43168.319;45402.077;47898.298;47328.983;46459.207;46675.98;48966.068;48061.7;13952.9;18115.5
UNITED STATES VIRGIN ISLANDS;333;213;361;455;452;533;541;494;531;561;569;649;651;720;767;732;653;633.6;718;772.4;813.7;740;567.1;174.1;311.1;195.3;407
URUGUAY;1743;1750;1889;1810;1760;1758;1708;1031;1160;1458;1498;1403;1407;1544;1643;1888;2401;2417;2308.3;2208.3;2391.4;2838.5;3441.4;3056.1;2525.3;NULL;193
UZBEKISTAN;NULL;NULL;4;4;9;6;10;4;2;12;NULL;6;8;8;7;1;1.4;1.9;1;1.4;1.2;1.1;1.3;14.3;23;2.5;7.5
VANUATU;1;1;1;1;1;2;1;1;2;2;2;2;3;2.6;2.5;2.4;1.9;2.1;2.6;2.4;3;2.9;3;3.3;3.1;0.7;NULL
VENEZUELA, BOLIVARIAN REPUBLIC OF;391;424;453;366;296;172;280;185;154;218;374;412;412;383;314;313;373;688;676;604.5;536.8;379.4;275.9;NULL;NULL;NULL;NULL
VIET NAM;189;146;176;177;244;242;266;304;259;326;394;459;498;502;488;533;546;557;537;548;597;735.1;817;903.8;973.8;236.5;5.8
YEMEN;3;3;5;5;7;8;3;4;13;17;18;19;18;18;25;28;18;28;30;24;9.3;NULL;NULL;NULL;NULL;NULL;NULL
ZAMBIA;5;12;28;15;15;27;30;34;23;29;38;52;51;47;63;42;52;32;41.2;44.6;49;48.2;47.9;51.7;51.6;8.5;14.6
ZIMBABWE;40;48;62;119;116;117;112;65;61;75;44;45;40;43;58;69;90;59;54;66.8;76.8;92.6;121;120.3;101.2;17.1;20.7
