Pays;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021
NEW ZEALAND;182;194;200;212;227;235;247;252;262;303;319;328;330;311.6;330;363;358;353;368;378;399;421.7;439.1;446.4;498.6;101.8;22.4
NICARAGUA;159;220;248;264;307;282;298;261;322;176;138;140;144;157;140;136;124;225;269.3;286;284.2;297.9;415.5;214.7;221.5;36.6;23.7
NIGER;12;8;8;22;23;27;28;21;29;31;28;31;25;37;34;38;42;48;62.6;67.3;67.3;76.2;82.2;78.6;96.1;42.7;NULL
NIGERIA;NULL;411;306;369;388;407;426;445;464;483;507;1527;1872;2131;2042;3729;1788;2332.6;813.4;1564.9;1706;1594.1;NULL;NULL;NULL;NULL;NULL
NIUE;0.5;0.4;0.5;0.4;0.5;0.5;0.3;0.4;0.4;0.8;0.7;0.4;0.4;1.1;1;1.2;NULL;NULL;NULL;NULL;1.1;1.2;1.2;NULL;NULL;NULL;NULL
NORTH MACEDONIA;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NORTHERN MARIANA ISLANDS;7;11;8;10;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NORWAY;NULL;NULL;NULL;789;796;777;776;738;749;848;911;970;1082;1135;971;1064;1096;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
OMAN;NULL;NULL;NULL;NULL;NULL;NULL;152;164;213;298;163.537;227.361;195.189;271.175;229.392;229.218;230.0507886758519;320.84644850492566;360.3605641580639;403.7351376137793;483.7565407184405;560.1789194955102;547.1664486452552;349.62269607667986;411.3;99.4;78.3
PAKISTAN;110;105;102;110;108;139;127;127;127;165;203;228;213;209;217;313;368;333;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
PALAU;2;3;3;4;3;3;3;3;3;4;4;4;4;3;4;3;3;3;3;2;1.6;NULL;NULL;NULL;NULL;NULL;NULL
PANAMA;111;129;140;139;141;147;142;141;164;174;199;245;333;401;388;422;465;519;160;179;84;68.1;226.5;223;224.7;34.1;39.8
PAPUA NEW GUINEA;21;32;38;37;42;37;34;33;35;37;45;50;70;78;87;104;120;128;132;129.9;127.2;126.5;102.4;100.8;117;31.5;15
PARAGUAY;72;70;50;66;51;31;30;27;29;33;37;43;46;47;92;97;110;122;128;136;255.1;274.7;332.6;224.4;231;47.9;18
PERU;22;26;35;68;58;53;33;37;39;35;41;45;49;53;55;59;67;74;82;83;89.3;97;108.3;115.4;114.2;23.5;11.3
PHILIPPINES;312;418;472;442;445;393;330;336;308;344;366;409;451;465;408;194;403;481;506;498;486;487.1;468.8;426.5;351.7;47.2;13
POLAND;3840;6360;7010;5180;4520;4850;4240;4050;4100;3945;4240;4240;4085;3790;3570;3370;3760;4160;3950;3276;4064;4176;4528;4922;5036;2034;2417
PORTUGAL;1502;1664;1953;1864;2198;NULL;NULL;NULL;NULL;3272;3308;3555;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
PUERTO RICO;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
QATAR;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
REUNION;28;30;33;32;41;44;44;45;44;52;47;47;52;50;41;40;43;43;36;45;49.7;52.4;52.5;45.3;40.9;14;21.5
ROMANIA;150;194;183;182;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
RUSSIAN FEDERATION;2899;4814;3375;3011;4009;3218;3028;3014;2568;2723;3226;3234;3270;4112;3880;4432;5475;6201;5816.8;6263;7517.1;NULL;NULL;NULL;NULL;NULL;NULL
RWANDA;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;255;276;342.1;333;307;395;414.6;419.2;395.3;409.7;325;482;408;417;195.8;342.4
SABA;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SAINT KITTS AND NEVIS;5;6;6;7;5;NULL;7;NULL;NULL;NULL;NULL;NULL;NULL;NULL;12.7;15.1;15.3;15.3;16;18.2;NULL;NULL;NULL;19.7;21.3;4.2;2
SAINT LUCIA;8;10;11;10;11;14;NULL;NULL;13;12;16;12;11;13;15;14;20;16;15.4;14;12;11.4;15.2;15.8;15.6;2.9;4.1
SAINT VINCENT AND THE GRENADINES;6;6;8;7;8;NULL;NULL;13;14;17;21;17;15;14;15;14;14;13;12.9;12.7;13;13.5;13.7;14.3;16.9;3.8;3.8
SAMOA;8;9;8;9;11;11;11;10;10;11;10;12;12;10;11;12;11;33;12;13.4;11.7;12.2;14.3;9.6;13.3;1.3;NULL
SAN MARINO;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;695;700;584;612;1028;889;258;598;611.5;612;472;NULL;NULL;NULL;NULL;NULL;NULL
SAO TOME AND PRINCIPE;2.9;2.7;1.2;NULL;NULL;NULL;0.6;NULL;NULL;NULL;1.1;0.6;1;0.6;0.4;1;1.3;NULL;NULL;NULL;5.684;3.2;5.3;4.2;NULL;NULL;5.2
SAUDI ARABIA;NULL;NULL;NULL;NULL;NULL;688;NULL;NULL;NULL;2381;1951;1603;2659;3660;1604;2660;1912;2824;1476;2684;1880.6;4006.5;2695;2450.7;3164.6;771.9;1013.1
SENEGAL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;221.5;231.5;278.3;313.9;NULL;NULL;NULL;NULL
SERBIA;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SERBIA AND MONTENEGRO;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SEYCHELLES;10;6;6;6;7;6;6;7;6;7;7;7;8;10;10;10;7;6;8;8.9;10.4;9.4;9.1;9.9;8.7;1.9;1.9
SIERRA LEONE;5.8;10.6;3.4;6.1;3.9;5.8;9.5;11.3;20.1;14.6;13.6;12.5;11.4;13;16;17;24;30;42;22.3;11;26.4;19.3;22.1;26.6;7.6;14
SINGAPORE;1321;1385;1579;1385;1523;1715;1601;1567;1299;2332;2549;2886;3168;3065.5;2614.3;3175;3225.6;3402.1;3616.8;3202;2923.2;2460.5;2464.1;2617.3;2460.5;NULL;NULL
SINT EUSTATIUS;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SINT MAARTEN (DUTCH PART);NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SLOVAKIA;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SLOVENIA;95;116;156;156;141;191;213;228;273;298;309;314;340;380;244;274.4;299.5;207.4;218.3;233.5;415.2;466.7;548.2;607.9;560;144.8;218.1
SOLOMON ISLANDS;NULL;NULL;NULL;NULL;NULL;2.5;NULL;NULL;3;2.3;NULL;5.4;6.2;6.5;7.5;8.6;8.8;7.8;8;7.4;6.8;6.5;7;7.1;7.3;1.04;NULL
SOMALIA;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SOUTH AFRICA;651;661;646;728;627;629;556;540;406;361;335;324;310;295;197;331;267;293;272;407;400.4;337.6;333.8;316.1;275.2;110.6;194.1
SOUTH SUDAN;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SPAIN;NULL;NULL;2822;4032;4760;5300;4484;4875;4724;5286;5924;4915;5275;5271;4335.6;4375;4115.3;3974.2;4071;4313;4978.8;5703.7;5706.7;5636.8;6112.7;1565.5;2270.3
SRI LANKA;15;11;14;19;23;19;23;42;56;74;105;116;57;43;45;90;83;112.3;94;31.1;38;59.2;106.1;135;225.7;19.9;5
STATE OF PALESTINE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SUDAN;NULL;NULL;NULL;7;8;8;10;NULL;NULL;NULL;61;76;100;101;97;99;107;132.2;136;177.7;192;208;211;217;NULL;NULL;NULL
SURINAME;3;4;4;4;4;3;3;3;12;14;16;16;17;16;15;19;23;23;25;22.7;19;NULL;NULL;NULL;NULL;NULL;NULL
SWEDEN;NULL;NULL;NULL;NULL;NULL;NULL;2781;2414;2518;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2840;3456;3362;3191;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SWITZERLAND;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SYRIAN ARAB REPUBLIC;97;110;158;200;300;400;300;398;408;507;469;455;435;556;539;442;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
TAIWAN PROVINCE OF CHINA;704;758;804;825;864;963;915;933;779;1001;1033;1041;1031;986;919;1088;1129;1035;1081;903;892.6;880.5;900.3;905.8;921.4;105.4;19.7
TAJIKISTAN;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2;2;31;22;29;35;5.4;NULL;NULL;NULL
TANZANIA, UNITED REPUBLIC OF;59;65;81;128;133;130;152;115;133;83;85;71;57;37;29;56;47;56;66;68.3;76.2;67.1;58;76.1;64.6;19.5;92.7
THAILAND;695;809;823;804;862;973;1014;972;985;1174;1545;1976;1817;1383;1883;2266;1965;2175;2341;NULL;NULL;NULL;1632.9;2056.7;2043.5;241.8;NULL
TIMOR-LESTE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
TOGO;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;123;184;331;245.2;507.1;NULL;NULL
TONGA;5;6;3;6;5;8;6;1;3;NULL;NULL;NULL;NULL;4;3.1;4.6;5.3;4.7;5.2;5.5;4.3;4.8;4.8;4.3;3.8;0.4;NULL
TRINIDAD AND TOBAGO;50;48;65;60;61;68;69;72;79;86;89;92;85;89;90;74;103;105;65.1;92.5;92.9;89.1;82.8;81.6;82;16.3;8.9
TUNISIA;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
TÜRKIYE;585;1853;1793;1973;NULL;NULL;1243;1381;1543;1897;1972;2316;2497;2525;1795;1901;2375;2381;2523;2491.5;2356.4;1911.7;1885.7;2016.1;1986.1;662;1102.4
TURKMENISTAN;30;84;154;90;NULL;NULL;NULL;NULL;0.6;1.4;1.3;0.4;3;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
TURKS AND CAICOS ISLANDS;4;5;5;8;23;48;65;47;59;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
TUVALU;NULL;0.5;0.4;0.5;0.5;0.5;0.5;0.3;0.3;0.9;0.6;0.2;0.1;NULL;NULL;NULL;0.3;0.3;0.6;0.6;1.1;1.2;NULL;1.5;2.2;0.4;0.02
UGANDA;NULL;NULL;44;43;48;54;53;59;67;81;31;72;110;163;167;184;160;210;296;271.5;322;289.9;492.2;432.1;630.9;302.9;128.2
UKRAINE;803;948;1194;1478;1548;1425;1655;1786;955;1028;1040;1056;958;1114;845;762;704;374;168;50.5;41;35.5;93.5;54.2;48;14.3;40.3
UNITED ARAB EMIRATES;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1900.9;4074.1;5056.2;5178.5;5436;6080.2;2370.5;3748.7
UNITED KINGDOM;6560;6923;7056;7589;7762;8008;7387;7840;7590;8055;8773;9717;9496;8683;7449;7552;8112;8292;8696;9206;9602;10019;9567;9360.6;9269;2469;1341
UNITED STATES OF AMERICA;NULL;NULL;7330.782;7180.494;7369.170743999998;8130.081413;6462.528928;5792.362220999999;5461.942538999998;6157.643871;6568.593983999999;6565.49187;7239.359930999995;6892.874672000002;5321.385216000002;5773.412904000001;5993.322509999998;6134.465231999995;6467.991045871011;6459.47031459368;7275.934640029176;6863.272432466943;6963.914798128822;6979.493175092888;6988;1625.1;1128.5
UNITED STATES VIRGIN ISLANDS;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
URUGUAY;173;171;155;127;117;109;120;94;91;128;137;140;111;129;174;207;206;188;216;203.5;221;236.8;243.6;237.7;220.9;NULL;18.7
UZBEKISTAN;NULL;NULL;95;64;48;42;76;73;22;37;48;80;111;131;104;75;76.6;87.5;140;145.4;139.4;173.2;185.4;122.1;128.4;NULL;NULL
VANUATU;6;6;6;6;6;6;6;6;7;8;8;9;11;10;9.4;9.6;9.9;11.3;9.1;8;8.7;8.5;8.3;7.6;8;1.1;NULL
VENEZUELA, BOLIVARIAN REPUBLIC OF;268;313;356;302;275;249;322;230;169;185;273;259;215;186;145;124;147.1;221.6;259.1;190.1;257.4;140.7;131.1;NULL;NULL;NULL;NULL
VIET NAM;308;365;403;292;266;420;395;446;468;522;496;576;674;844;742;1024;1003;1166;1267;1322;NULL;NULL;NULL;NULL;NULL;NULL;NULL
YEMEN;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
ZAMBIA;39;109;140;166;184;201;201;248;156;160;253;290;340;339;329;442;570.6;473.6;535.3;434;582.1;548.5;599.1;626.4;580.4;214.6;211.1
ZIMBABWE;NULL;186;260;262;487;352;436;NULL;NULL;593;265;393;378;129;136;343;417;369;237.4;184.4;159.9;142.2;165.6;302.4;220.6;100.6;105.7
nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
