Pays;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021
MONTENEGRO;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3;3;2;3;3;5;6;5;7;11;18;22;1;8.1;1.5;1.5;1.8;2.6;0.2;0.8
MONTSERRAT;0.7;0.3;0.3;0.4;0.8;0.5;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.4;0.4;0.4;0.4;0.1;0.067
MOROCCO;1080;1062;1395;1286;1668;1959;2135;2237;2544;2777;2801;3015;3411;3684;4055;4382.6;4412.3;4367.7;4725.7;4848.3;5027.5;5230.3;5487.1;5611.8;5890.4;1370.4;2437.8
MOZAMBIQUE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;25;86;25;34;39;118;6;7;21;16;17;15;12.2;28;31;27.2;51.7;25.5;18.4;5.9
MYANMAR;7;7;3;5;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NAMIBIA;NULL;8;8;12;NULL;NULL;13;12;11;NULL;14;17;19;12;12;14;12;13.6;17.5;17.4;17.5;19.1;35.7;30.5;26.8;4.2;3.7
NAURU;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NEPAL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;3;14;19;25;32;50;28;23.7;95.8;114;17.1;32.6;48.9;158.2;102.4;38.9;26
NETHERLANDS;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NEW CALEDONIA;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;2;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;0.3
NEW ZEALAND;35;65;64;69;72;67;81;74;72;68;49;50;57;55;52.6;58.1;76.3;83.4;83;75.8;67.8;61;46.1;65.3;100.3;12.8;5.6
NICARAGUA;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;21;53;66;74;77;77;78;88;97.7;182.4;164.1;244.5;497.9;464.2;482.7;116.8;NULL
NIGER;19;4;4;3;1;4;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NIGERIA;1;1;1;1;1;1;6;7;8;10;10;9;15;17;17;61;1676;1655;1856;2582;2887.2;2345.1;2578.7;2602.4;2709.1;556.1;574.4
NIUE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.1;0.1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NORTH MACEDONIA;1;2;1;2;4;6;3;2;4;4;3;3;4;4;6;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NORTHERN MARIANA ISLANDS;NULL;1;1;1;NULL;NULL;1;1;1;3;2;2;1;1;1;1;1;0.9;2.3;1.6;1.1;1.5;1.8;1;2.2;0.2;0.1
NORWAY;NULL;NULL;NULL;98;99;108;115;85;81;110;129;172;229;215;246;266;301;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
OMAN;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
PAKISTAN;NULL;NULL;NULL;NULL;NULL;1;1;1;1;3;6;5;4;4;4;6;8;6;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
PALAU;1;NULL;2;3;2;1;2;1;1;2;2;1;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;0.1;NULL
PANAMA;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
PAPUA NEW GUINEA;NULL;5;NULL;NULL;5;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
PARAGUAY;22;28;24;29;19;3;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.5;0.6;0.4;0.1;0.1;0.1;NULL;0.1
PERU;NULL;NULL;NULL;1;5;5;104;66;68;74;85;90;2;1;1;1;1;1;1;0.8;1.2;1.1;1.2;1.6;1.6;0.5;0.2
PHILIPPINES;166;161;155;198;222;167;118;100;117;126;151;174;215;249;260;280;241;254;246.1;251;261;247.6;202.6;145.6;159.2;109.7;26.3
POLAND;51;72;73;44;40;29;33;36;31;34;42;50;106;NULL;19;60;45;50;50;40;30;40;30;30;40;20;4.2
PORTUGAL;237;205;210;309;345;364;309;287;299;886;891;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;22.4;3.6;8.3
PUERTO RICO;852;827;767;826;740;840;916;857;768;787;839;792;800;804;479;546;454;481;461;462.5;473;488.4;459.2;395.5;337;240;55.9
QATAR;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
REUNION;1;1;2;68;72;65;77;69;65;60;65;55;41;10;16;18;23;22;11;10;9.9;8.6;8.1;8.9;7.7;2.2;2.3
ROMANIA;7;9;2;1;2;2;2;1;1;1;1;1;1;2;1;1;NULL;NULL;NULL;0.6;0.7;0.8;1.1;1.2;1.2;0.4;0.4
RUSSIAN FEDERATION;13;8;254;708;937;652;609;601;637;542;609;601;511;337;618;766;869;874;851;828.8;3985;786.5;846.3;1160.8;1218;569;NULL
RWANDA;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.3;NULL;NULL;NULL;NULL;1;1.4;5.9;1.2;63;79.3;49.2;33.2;16.2;14.9
SABA;1.1;1.3;1.3;1.2;1.2;1.2;0.6;1.8;1.8;1.6;0.6;0.7;0.8;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SAINT KITTS AND NEVIS;NULL;1;NULL;1;NULL;13;3;4;3;4;5;4;5;5;0.3;0.8;1;0.8;0.7;3;2.7;2.8;2.8;2.6;2.7;0.6;0.6
SAINT LUCIA;2;3;2;2;3;2;2;2;3;4;1;2;5;4;4;3;4;1.1;1.3;3;3;3;3.8;3.6;4.1;1;0.7
SAINT VINCENT AND THE GRENADINES;1;1;1;1;1;NULL;1;1;1;1;1;1;2;1;1;1;1;1;1.2;1;1.3;1.3;1.3;1.5;1.7;0.6;0.9
SAMOA;2;2;1;NULL;1;1;NULL;NULL;NULL;NULL;NULL;0.3;0.3;0.6;0.5;0.4;0.9;0.7;2;2.7;4.8;1.3;2.2;2;1.8;0.2;0.1
SAN MARINO;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2;2;2;2;2;2;2;1;1;0.7;NULL;8.6;8;6.1;5.4;3.1;0.8
SAO TOME AND PRINCIPE;0.1;0.1;NULL;0.7;0.3;2.2;0.5;1.6;0.1;1;0.3;1.4;5.3;5.2;NULL;0.2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SAUDI ARABIA;NULL;NULL;NULL;NULL;NULL;18;19;22;21;8;1;NULL;NULL;NULL;NULL;NULL;7;9;2;50;32.7;261.1;133.7;8.5;254.7;68.6;79
SENEGAL;2;2;2;4;4;1;3;5;2;84;85;86;87;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SERBIA;NULL;NULL;NULL;NULL;NULL;NULL;NULL;9;8;10;12;10;14;13;18;21;22;27;38;1.9;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SERBIA AND MONTENEGRO;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SEYCHELLES;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SIERRA LEONE;2.9;4.1;1;0.1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.1;0.3;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SINGAPORE;NULL;NULL;15;11;12;43;5;5;NULL;NULL;5;6;21;6;NULL;NULL;NULL;7.8;1.4;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SINT EUSTATIUS;1.8;1.5;1.5;1.3;2;1.7;1.7;1.8;1.7;1.8;1.5;1.5;1.7;1.8;1.8;1.5;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SINT MAARTEN (DUTCH PART);35;35;36;36;38;39;36;34;38;40;42;42;38;37;32;34;30;33;30;32;35.7;18;13.9;9.6;13.5;4.6;8.6
SLOVAKIA;NULL;NULL;3;1;NULL;NULL;NULL;NULL;NULL;NULL;1;1;1;1;1;1;2;3;1;1.4;0.8;3.3;NULL;NULL;NULL;NULL;NULL
SLOVENIA;8;10;9;8;9;10;10;13;12;18;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SOLOMON ISLANDS;NULL;4.7;NULL;NULL;NULL;NULL;NULL;NULL;0.1;NULL;0.1;0.1;0.2;0.2;0.2;0.3;0.3;0.2;0.2;0.1;0.1;0.2;0.4;0.3;0.5;NULL;NULL
SOMALIA;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SOUTH AFRICA;130;185;134;79;132;119;151;170;173;151;56;32;49;61;36.4;115;25;26;20.1;15;13.6;11.6;12.7;13.6;15.6;3.8;4.3
SOUTH SUDAN;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SPAIN;NULL;NULL;531;548;752;960;1165;933;887;961;1310;1058;1080;1045;627;407;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SRI LANKA;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
STATE OF PALESTINE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SUDAN;NULL;NULL;NULL;NULL;NULL;NULL;NULL;20;17;18;1;NULL;1;2;NULL;10;11;15.7;15.9;19.8;20.9;21.4;25;28;NULL;NULL;NULL
SURINAME;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;6;0.2;0.2;0.5;0.5;1;1.4;2.8;2.9;2.2;1.8;4.6;0.3;0.3;NULL;NULL;NULL;NULL
SWEDEN;NULL;NULL;NULL;NULL;NULL;NULL;374;321;185;325;277;306;340;252;227;274;NULL;NULL;NULL;553.1;710;820.2;858.9;1060.7;694.3;271.9;264.6
SWITZERLAND;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SYRIAN ARAB REPUBLIC;35;52;32;36;45;530;585;732;741;1038;995;1055;1042;1053;1147;1593;1081;NULL;NULL;NULL;NULL;17.4;17.8;20.9;24.9;7.1;13.4
TAIWAN PROVINCE OF CHINA;17;18;19;20;28;22;9;11;7;4;6;3;8;20;27;26;36;38;65.4;7;7;7.5;1.8;4.6;2;3.1;1.1
TAJIKISTAN;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;6.6;2;0.9
TANZANIA, UNITED REPUBLIC OF;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
THAILAND;NULL;52;72;78;71;70;71;74;78;87;50;4;1;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
TIMOR-LESTE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1.9;4;6.5;6;4.9;3.8;3.8;24.1;7.8;9.8;9.4;16;19.8;36.6;7.1;1.5
TOGO;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;58;20.1;24.2;1;48;40.6;92.1;117.1;NULL
TONGA;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;7;5.6;0.1;NULL;NULL;0.1;NULL;0.1;0.1;0.1;0.1;0.2;0.1;NULL
TRINIDAD AND TOBAGO;NULL;1;1;1;1;1;2;NULL;NULL;NULL;NULL;NULL;NULL;1;1;1;NULL;35;17.6;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
TUNISIA;39;40;38;40;28;23;19;19;13;18;27;27;33;36;926;955;1011;1068;1103;1119;1173.8;1213.5;1327.6;1401.4;1468.9;585.2;881.2
TÜRKIYE;9;13;15;13;9;11;11;10;14;19;22;17;4216;4857;4768;4395;5345;5965;4989;4838.3;4928.5;5595.2;5617.2;6704.7;6773.7;3253.1;5366.2
TURKMENISTAN;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
TURKS AND CAICOS ISLANDS;3;3;5;9;11;4;7;4;2;10;2;2;NULL;NULL;NULL;NULL;3;3;3;4;5;6.5;4.6;3.3;3.5;0.8;NULL
TUVALU;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.2;0.1;NULL;0.1;NULL;0.01
UGANDA;1;1;1;NULL;1;NULL;NULL;1;2;11;12;4;8;16;7;29;3;8;0.5;1.2;1.8;1;0.7;NULL;38.3;1.2;4
UKRAINE;6;4;9;5;8;5;6;4;14;7;10;20;26;26;21;19;17;14;11;5.5;6.1;7.6;6.6;7.4;7.6;1.9;3.1
UNITED ARAB EMIRATES;208;233;276;328;420;596;554;669;792;688;4299;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;412.7;0.3;0.3;0.1;0.1;0.04;0.03;0.05
UNITED KINGDOM;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1941.9;NULL
UNITED STATES OF AMERICA;358.315;39.127;36.461;13.138;NULL;11.985;10.336;16.716;7.732;24.726;7.162;6.472;5.766;7.566;7.694;4.532;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
UNITED STATES VIRGIN ISLANDS;17;3;10;10;11;60;48;84;84;27;29;37;13;4;4;3;4;16;14;7.8;11.7;10.6;4.8;2.6;3.1;2.1;12.9
URUGUAY;342;448;490;418;427;386;350;261;269;308;288;284;262;300;298;356;389;280;349;430.7;398;316;334;485;517.7;NULL;35.2
UZBEKISTAN;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1.1;2;0.2;0.2
VANUATU;NULL;NULL;1;1;1;1;1;1;1;1;1;1;1;2;2.2;2.6;2.1;2;2;2;2;2.4;2.7;3.6;3.2;0.6;NULL
VENEZUELA, BOLIVARIAN REPUBLIC OF;2;2;6;3;6;5;4;4;3;5;6;8;3;3;3;1;5;8;11;9.4;9;7.5;4;NULL;NULL;NULL;NULL
VIET NAM;521;626;280;541;226;220;263;286;206;238;278;301;383;319;219;262;272;554;528;432;507;NULL;NULL;NULL;NULL;NULL;NULL
YEMEN;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;679;569;618;594;489;442;415;496;556.6;172.3;NULL;NULL;NULL;NULL;NULL;NULL
ZAMBIA;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7;0.7
ZIMBABWE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
