Pays;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021
NIUE;2.2;1.5;1.8;1.7;1.9;1.9;1.4;2.1;2.7;2.6;2.8;3;3.3;4.7;4.7;3.8;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NORTH MACEDONIA;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NORTHERN MARIANA ISLANDS;669;728;685;481;493;517;438;466;452;525;498;429;385;388;345;375;336;398.6;436.3;455;475.1;526;656;516.4;483.7;86.8;12.2
NORWAY;NULL;NULL;NULL;998;1037;1006;998;1011;1170;1414;1588;1756;1916;1901;1798;2008;2137;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
OMAN;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
PAKISTAN;328;317;313;354;354;475;407;408;385;536;682;763;732;718;679;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
PALAU;53;69;74;64;55;58;54;59;63;89;81;82;88;81;71;85;111;120;108;140;162;138;123;106;94;18;NULL
PANAMA;300;308;344;343;359;375;392;409;450;476;546;671;912;1044;1007;1096;1209;1349;1392;1656.1;2016.1;1902.1;1865.6;1855.5;1848;416;665.4
PAPUA NEW GUINEA;40;NULL;NULL;NULL;63;58;54;54;56;59;69;78;104;114;121;140;158;168;174;182;183;179;139;140;160;39;17
PARAGUAY;168;168;208;189;121;64;77;68;68;85;99;102;129;143;135;126;173;213;210;246;232.7;221.9;194.3;205.3;228.2;46;30.1
PERU;356;425;459;552;543;599;547;589;618;803;950;970;1132;1292;1344;1378;1563;1717;1935;1925.4;2033.8;2185;2379.8;2586.1;2736.5;530;444
PHILIPPINES;1740;2019;2178;2092;2129;1964;1770;1905;1880;2260;2586;2807;3042;3085;2960;3461;3884;4238;4637;4773;5291;5894.6;6507;6940;8099.2;1457.3;164
POLAND;705;772;927;1011;1069;1161;1174;1126;1182;1539;2004;2432;2884;2800;2650;3200;3650;4040;4338;4425;4655;4829;5028;8285.3;8976.6;2617.5;3005.5
PORTUGAL;4122;4116;4344;4752;4947;5238;5259;5073;5162;5938;6137;6734;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
PUERTO RICO;3131;3065;3242;3396;3024;3341;3551;3087;3238;3541;3686;3722;3687;3716;3183;3186;3048;3069;3172;3246;3542;3736;3513;3068;3180;2617.4;2755
QATAR;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;850.7;1011;1182;1356.9;1515;1682.7;1770.6;1813.2;1673.4;1715.5;1939.7;449.7;442.5
REUNION;304;350;374;400;394;430;424;426;432;430;409;279;381;396;422;420;471;447;416;406;426;458;508;535;534;217;251
ROMANIA;433;479;533;553;566;655;705;689;752;704;919;1122;1460;1462;1277;1215;1509;1468.7;1347;1690;1535;2256.5;2648.1;2797;2936.5;729.9;1151.8
RUSSIAN FEDERATION;2040;2194;2977;2685;2225;2466;2496;3140;3475;4090;4135;4426;5097;5532;4787;5590;6383;7537;8045.4;8198;7646;NULL;NULL;NULL;NULL;NULL;NULL
RWANDA;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;72;79;93;99.2;111.1;133.6;123.6;133.2;125.7;170.6;204;202.7;242.4;279.8;80.2;109.1
SABA;7.2;7.3;8.1;7.8;6.9;6.2;5.9;7.9;6.8;7.3;7.4;6.9;7;7.1;7.7;8;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SAINT KITTS AND NEVIS;82;86;92;96;87;76;74;73;95;121;145;144;128;131;91.6;104.9;113.2;108.9;112.7;113;118;116;115.4;125;120;30;20.2
SAINT LUCIA;221;226;235;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;280;261;290;289;291;303.2;323;321;319.8;348.8;353.6;378;123;197.9
SAINT VINCENT AND THE GRENADINES;91;88;93;88;86;94;86;90;92;100;104;106;96;90;81;78;78;77.4;74;73;77;80;78;81.4;85.6;27.2;24.4
SAMOA;NULL;NULL;NULL;76;81;85;85;86;89;94;99;112;118;118;127;127;125;132;122;129;135;140;153.5;167.6;174;20.5;1.1
SAN MARINO;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SAO TOME AND PRINCIPE;6.2;6.4;4.8;5.6;5.8;7.1;7.5;9.2;10;10.6;15.8;11.9;11;14.2;13.7;7.7;NULL;NULL;NULL;NULL;21.162;27;29.7;32.7;34.9;10.7;15.1
SAUDI ARABIA;1834;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4194;4287;4857;7341;9282;5301;7006;8778;10756;10860;12394.8;11967;13590.8;12444.3;11980;14081.4;3226.8;2424
SENEGAL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;523;564;522;487;502;469;507;488;466;499;731.2;766.5;868.6;936.9;NULL;NULL;NULL;NULL
SERBIA;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SERBIA AND MONTENEGRO;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SEYCHELLES;115;126;125;124;121;127;127;129;119;117;125;137;159;156;155;174;193;207;229.6;232;275;302;348;355.8;371.9;108.3;182.3
SIERRA LEONE;13.8;21.9;7.5;12.9;10.6;15.8;24.1;28.4;38.1;43.6;40;33.7;32.2;36;37;39;52;60;81;44;24;54;51;57;63;24;40
SINGAPORE;5384;5463;5362;4687;5142;5658;5404;5394;4232;5728;6267;6758;7172;7234;7228;8845;10142;11109;11852;11693.4;11831.1;12651.7;13547.8;14330;14876.6;2114.2;317
SINT EUSTATIUS;20;20;19;19;19;19;20;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SINT MAARTEN (DUTCH PART);460;365;439;458;445;432;403;381;428;475;468;468;469;475;440;443;424;457;467;500;505;528;402;178;320;106;249
SLOVAKIA;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SLOVENIA;62;75;90;88;80;202;226;241;264;288;298;336;364;407;390;438.5;478.5;491.4;517.3;553.1;900.1;1011.7;1188.6;1318;1500;388;584.5
SOLOMON ISLANDS;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;5.6;9.4;11.5;13.7;16.3;18.3;20.5;22.9;23.9;24.4;20.1;21.6;23.2;25.7;27.9;28.9;4.4;0.7
SOMALIA;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SOUTH AFRICA;1136;1230;1329;1463;1523;1597;1596;1885;1980;2025;2127;2318;2501;2581;2152;2739;2503;2937;3164;2573;2535.5;2893.3;3060.3;3088.5;3006.3;773.8;605.6
SOUTH SUDAN;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SPAIN;23934;24658;27677;30457;32574;34380;35331;34947;36923;38524;40730;42445;44324;44397;40233;40558.9;44614;46159.4;48763;51823;54364.6;60343.7;66639.5;67545.7;68691.9;13657.7;24431.9
SRI LANKA;403;302;366;381;436;400;337;393;500;566;549;559;494;438;447;654;854;1002.47;1248;1500.5;1773;2026.6;2090.4;2247.9;1814.9;479.6;194
STATE OF PALESTINE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SUDAN;29;38;30;30;33;32;42;42;40;51;197;318;361;364;294;287;311;402.2;413.9;478.5;NULL;551;561;NULL;NULL;NULL;NULL
SURINAME;43;53;61;55;57;57;54;60;82;75;122;119;134;120;113;146;150;155;149;154;140.4;167;199.9;NULL;NULL;NULL;NULL
SWEDEN;NULL;NULL;NULL;NULL;NULL;NULL;3083;2700;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3689;4662;4509;4503;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SWITZERLAND;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SYRIAN ARAB REPUBLIC;271;325;355;343;344;544;579;666;629;830;836;878;945;1256;1088;1455;849;NULL;NULL;NULL;NULL;168.8;237.5;266.7;322.8;96.8;244.5
TAIWAN PROVINCE OF CHINA;2317;2344;2358;2284;2397;2611;2814;2954;2228;2916;3341;3450;3624;3736;4177;5265;5762;6955;7660;9432;9839.3;10161.3;10151.3;10415.2;11193;1331.3;127.7
TAJIKISTAN;NULL;NULL;NULL;NULL;0.7;2.3;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;94;78;170;390.5;284;281;305;NULL;NULL;NULL
TANZANIA, UNITED REPUBLIC OF;110;146;160;311;365;312;315;316;320;257;331;359;389;439;380;405;476;604;562.5;636;651.8;768.1;769;929;936;366.1;609.9
THAILAND;5670;6124;6205;6678;7263;8077;8456;8955;8164;9803;9544;11495;11975;11624;11100;12378;14929;17803;21501;NULL;NULL;27217.5;30113.7;32136.1;33481.6;NULL;NULL
TIMOR-LESTE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13.7;22.3;36;44.2;39.8;50.6;57.5;77.8;59.8;61.6;65.6;73.9;74.6;80.8;17.9;5.5
TOGO;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;126;219;352.7;366.8;517;NULL;NULL
TONGA;29;27;26;27;31;35;32;37;40;41;42;39;46;50;45.7;47.1;46;47.4;48.2;50.4;53.8;59.1;62.5;54;67.3;9;0.2
TRINIDAD AND TOBAGO;260;266;324;334;358;399;383;384;409;443;463;461;449;437;419;388;431;455;434;412;440;409;395;375;388.6;95.3;41
TUNISIA;2502;2674;3030;3224;3591;3752;3761;3066;2992;3664;4053;4144;4263;4371;4034;4140;2406;3597;3766;3449;NULL;1960.9;2339.5;3166.4;3556.1;587;793.4
TÜRKIYE;5164;6240;7020;6699;4687;7274;8459;9990;10080;12575;14980;14085;20271;22974;22912.4;23101;26026.3;27733;29418;31034;31040.4;22425.4;28113.9;35230.1;39828.9;11765;23573.1
TURKMENISTAN;138;89;91;94;NULL;2.2;1.1;4.8;2.7;3.8;2.7;4;4.8;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
TURKS AND CAICOS ISLANDS;76;86;91;111;120;139;164;154;158;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
TUVALU;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1.1;1.1;0.9;0.9;1;NULL;NULL;NULL;1.1;NULL;NULL;NULL;NULL;NULL;NULL;3;3.6;0.6;0.04
UGANDA;NULL;NULL;97;100;97;78;80;86;97;131;172;200;234;358;271;369;369;416;423;443.4;402.3;432.3;420.9;NULL;586.2;78.9;99
UKRAINE;350;323;515;418;523;523;605;665;675;844;1069;1217;1478;1662;1457;1731;2004;2298;2497;1193;1319;1602.9;2128.6;2566;2742.7;702.8;1430.4
UNITED ARAB EMIRATES;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;14248.8;14421.7;15075.3;16315.6;17071.7;17636.2;5962.5;9460.4
UNITED KINGDOM;15754;16279;16858;17479;17284;17831;16054;17098;17635;20002;22043;24588;25089;24024;23239;22162.4;23740.7;23880.3;24786.5;26136.7;27262;29453;31879.5;31511.6;32137.2;NULL;4922.5
UNITED STATES OF AMERICA;24668;27558;29393;29018;30218.835;32387.885;27399.153;24240.032;23078.148;25823.589;27673.12;27805.863;30347.488;32035.142;30016.433;33170.91;35978.485;37752.463;41679.971;43807.076;47666.717;46940.691;48734.483;50695.476;50253.1;10932.6;13735.6
UNITED STATES VIRGIN ISLANDS;570;462;509;523;560;628;606;598;621;655;689;667;688;678;663;672;677;738;703;730;764;797;650;491;641;419.2;826
URUGUAY;402;466;436;429;402;377;332;299;314;380;406;419;437;458;468;565;628;568;503;564.7;531;603;641;705.8;600;NULL;NULL
UZBEKISTAN;89;168;939;789;465;280;323;296;220;235;217;523;855;231;217;227;NULL;NULL;NULL;NULL;NULL;NULL;NULL;437;656.7;NULL;NULL
VANUATU;42;45;49;52;51;58;53;49;50;61;62;68;81;90.5;100.7;97.2;94;108.2;110.1;108.7;90;95.1;109;116;120.6;22;NULL
VENEZUELA, BOLIVARIAN REPUBLIC OF;614;665;714;682;584;453;578;298;258;380;595;565;607;651;529;489;529;721;752.2;614.3;549;523.5;351.3;NULL;NULL;NULL;NULL
VIET NAM;1207;940;1034;874;1022;1113;1294;1540;1395;1822;2335;2702;3301;3283;3025;4062;5032;5576;5980;6220;6271;8261;10910.3;12485;14377.5;3083.2;111.1
YEMEN;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;145;144;143;492;424;268.3;382;411;NULL;178.7;NULL;NULL;NULL;NULL;NULL;NULL
ZAMBIA;41;31;36;42;46;57;62;71;104;137;164;227;281;236;191;249;297;252;241;262.4;272.8;285.5;294;319;326.5;89.2;105.6
ZIMBABWE;NULL;NULL;NULL;324;504;463;452;340;340;330;327;275;982;429;573;326;350;228;223;198;280.6;239;310.1;337.2;320.8;77.3;147.4
nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
