Pays;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021
JAMAICA;1147;1162;1192;1225;1248;1323;1277;1266;1350;1415;1479;1679;1701;1767;1831;1922;1952;1986;2008.45;2080;2123;2181.7;2353;2473;2681;880.4;1464
JAPAN;3652;4143;4530;4464;4717;5072;5061;5496;5428;6399;7022;7607;8486;8448;7147;8741;6681;8567;10635;13511;19117.4;22618;26687;29323;30644.3;4278.2;NULL
JORDAN;315;319;316;716;760;782;818;948;1028;1407;1449;1885;1705;1735;1883;2186;2270;2604;2686;2910;2095.3;1904.5;2033;2221.1;2436.9;573.4;1207.4
KAZAKHSTAN;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;767;274;298;504;584;568;521;565;785;850;944;874;NULL;NULL;NULL;NULL;NULL;NULL;NULL
KENYA;614;633;631;564;611;654;627;539;547;764;842;964;1118;764;962;1120;1301;1292;1132.8;887.6;771;920.3;996.4;1490.1;1581.7;428.6;NULL
KIRIBATI;3.9;4.2;5.1;5.7;5.1;4.8;4.6;4.9;4.9;3.4;4.1;4.4;4.7;3.9;3.9;4.7;5.3;4.9;5.9;5;3.9;5.7;5.8;7.1;7.9;1.4;0.034
KOREA, DEMOCRATIC PEOPLE´S REPUBLIC OF;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
KOREA, REPUBLIC OF;2721;2656;2848;3275;3646;4045;3948;4067;3536;4529;4776;5116;5448;5822;6725;7518;8375;9759;9892;11557.4;10732.5;13714.9;11781.9;13955.8;15739.8;2240.5;674
KUWAIT;807;859;878;903;961;929;994;1139;1272;1525;1657;1857;2126;2248;2425;2512;2571;2670;2914;3114.4;3390;3604.4;3942;4314;4277.2;1027.3;890.3
KYRGYZSTAN;NULL;NULL;NULL;44;24;14;46;40;NULL;NULL;NULL;56;91;110;95;131;238;272;370;388;386;308;408;408;219.2;67.9;144
LAO PEOPLE´S DEMOCRATIC REPUBLIC;35;47;51;65;66;92;95;147;159;242;438;389;650;556;582;1030;1329;340;421;500;520;578.9;520.2;613;1906.8;175.2;NULL
LATVIA;107;112;127;142;140;140;156;155;188;299;494;641;857;982;1277;1539;1698;1597;1628;1652;1789;1586.6;2094.7;2087.7;2677.2;653.1;838.5
LEBANON;NULL;NULL;381;418;448;481;515;582;NULL;NULL;NULL;673;663;900;1261;1406;1368;1287;1203;1282.3;1422;1564.1;1715.9;1801.8;1737.9;378.3;809.8
LESOTHO;8;12;7;9;9;9;9;9;11;10;11;13;15;15;14;13;12;11;14;NULL;12.4;13.7;12.1;19.2;15.4;NULL;2.1
LIBERIA;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
LIBYA;NULL;NULL;NULL;NULL;NULL;NULL;343;309;342;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
LIECHTENSTEIN;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
LITHUANIA;NULL;106;132;132;138;149;148;161;185;199;320;400;517;579;422;510;605;655;704;736;785;908;1044.1;1233.9;1325.7;345.9;436.8
LUXEMBOURG;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MACAO, CHINA;32.7;409;537;512;673;834;862;905;655;862;1040;1236;1474;1665;1619;1634;1682;1767.8;1949.7;2055;2090;2413.3;2745;3295.8;3847.4;436.9;501.4
MADAGASCAR;75;83;101;121;138;160;170;62;139;229;277;312;344;375;163;196;225;256;196;222;244;293;255;291;384;68.3;7.8
MALAWI;54;59;70;75;86;74;84;94;114;114;106;201;232;227;251;224;227;198.5;219.8;230.4;220.6;233.2;129.2;134.4;347.3;38.6;136.1
MALAYSIA;1830;1680;1906;1559;1933;3265;2827;2434;1810;1988;2846;3348;4032;4883;NULL;NULL;NULL;NULL;7095.7;7789;7450.4;6192;6606.3;8965.4;9613.9;1648;69.3
MALDIVES;315;339;366;396;430;467;461;485;564;617;395;602;676;683;656;792;931;958;1125;1205;1234;1286;1390;1484;1703;555;1322
MALI;42;98;75;83;82;86;89;96;110;113;143;153;164;NULL;116;129;130;101;121;152;159;173.2;193;203;217;75;168
MALTA;1039;973;1040;1102;1143;1177;1145;1098;1097;1127;1151;1104;1224;1270;1166;1309;1375;1401;1539;1641.3;1737.7;1918;2226.6;2552;2702;640;944
MARSHALL ISLANDS;5.5;6.2;6.4;6.4;4.6;5.2;5.4;6;7.2;7;7.5;5.8;7.2;6;4.9;4.6;4.6;4.6;NULL;4.9;6.3;5.4;6;6.8;6.1;1.2;0.035
MARTINIQUE;NULL;425;464;498;511;475;419;393;384;404;439;465;469;457;418;451;475;462;476;473.1;461.8;495.9;519.5;515;517.2;300.2;282.1
MAURITANIA;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MAURITIUS;416;480;529;541;564;646;650;668;690;708;748;775;895;914;848;911;940;948.5;980;1035;1132;1247;1312.3;1359.7;1338.2;279.3;178.7
MEXICO;5626;6317;6978;7086;7301;7973;7662;7334;7696;8870;9936;10153;10617;11007;8675;10619;10844;11361;12221.3;13463;15248;16878;18548;19368;19634.9;8337.6;14602.1
MICRONESIA, FEDERATED STATES OF;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MOLDOVA, REPUBLIC OF;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MONACO;NULL;NULL;NULL;NULL;NULL;NULL;169;169;151;168;196;222;230;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MONGOLIA;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MONTENEGRO;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MONTSERRAT;NULL;NULL;NULL;NULL;NULL;NULL;1.8;1.9;1.3;1.6;5.6;7.9;7.7;6.8;5.6;5.1;4.1;4.1;4.5;4.1;4.1;6;4.1;4.4;4;1.9;1.6
MOROCCO;1153;1277;1431;1581;1853;2110;2146;2095;2139;2548;2986;3549;4395;4792;5108;6136;6254;6019;6691.4;6950;6772.3;6804;7619.3;8399.5;9081.5;2265.1;3461.2
MOZAMBIQUE;NULL;NULL;NULL;NULL;NULL;NULL;15;55;70;116;156;140;54;109;190;508;604;730;675;738.5;616;605.2;534.1;1012.6;843;434;219.9
MYANMAR;117;172;189;201;198;206;202;215;203;240;230;261;246;191;236;308;385;586;796;1082;1220.9;1214;1314.1;1335.7;1792.4;330.4;18.6
NAMIBIA;NULL;112;121;NULL;NULL;NULL;165;183;167;167;185;217;246;273;NULL;282;281.5;291.3;320.7;341.1;376.7;426.5;408;435.8;683.6;79.8;98.4
NAURU;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NEPAL;325;343;371;398;421;377;299;218;275;297;277;284;361;375;379;449;545;598;595;586;407.4;572.6;760.6;969.3;995.9;183.1;150.6
NETHERLANDS;NULL;NULL;NULL;NULL;3787;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NEW CALEDONIA;84;89;105;104;100;110;100;102;101;99;101;100;103;104;99;99;112;112;108;107;114;116;121;120;131;31;12.4
NEW ZEALAND;1397;1518;1488;1470;1592;1776;1897;2022;2083;2322;2349;2387;2431;2408;2420;2488;2568;2532;2672;2817.1;3097.6;3460.7;3677;3809.3;3827.4;965.7;205
NICARAGUA;95;105;123;136;153;172;172;164;180;204;235;279;323;356;353;351;360;392;400;433;466.3;478.8;606.1;381.8;410;118.2;88.2
NIGER;35;38;44;20;39;50;51;39;50;54;58;60;48;73;66;74;82;94;123;135;135;152;164;157;192;85;NULL
NIGERIA;NULL;NULL;NULL;1273;1338;1401;1646;1924;2116;2493;2618;2879;3140;3401;3662;3118;2503;2313;2439;2698.8;3309.5;1565.8;1450.9;1471.2;1501;338.6;349
