Pays;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021
MOLDOVA, REPUBLIC OF;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MONACO;157;161;174;194;201;196;188;183;178;192;219;244;251;251;213;220;235;235;268;272;258;258.6;267.4;256.8;265;135.4;187.8
MONGOLIA;NULL;NULL;NULL;NULL;136.6;136.4;165.9;201.10000000000002;162.5;227.70000000000002;252.8;321.8;348.8;361;323.5;336.3;323;321.1;280.4;261.3;291.8;324.70000000000005;415.4;475;524.6;39.1;22.2
MONTENEGRO;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MONTSERRAT;14;7;4;NULL;NULL;NULL;8;8.3;7;8.3;7.800000000000001;6.699999999999999;6.300000000000001;5.5;4.8;4.6;4;6.2;6;7.699999999999999;7.8;7.4;8.1;9;9.399999999999999;4.199999999999999;1.361
MOROCCO;2394;2477;2826;2847;3511;3992;4086;4347;4651;5347;5700;6393;NULL;NULL;7882;8891;9083;NULL;9547;9765.7;9426.4;9585.6;10086.2;10942.7;11515.5;NULL;NULL
MOZAMBIQUE;NULL;NULL;NULL;NULL;NULL;NULL;179;331;254;216;303;354;420;979;1030;1313;1283;1675;1574.7;1486.5;1443;1531;1351;2561.6;1830.5;850.5999999999999;497.2
MYANMAR;155;447;449;443;397;379;438;450;552;617;624;594;681;692;715;735;733;928;1873;2866.5;4467.9;2662;3200.7000000000003;3302.2999999999997;4082.2;829.0999999999999;118.39999999999999
NAMIBIA;NULL;397;432;516;NULL;NULL;521;704;597;NULL;677;731;839;NULL;NULL;843;904;930.5999999999999;1029.1;1152.6;1209.1;1245.7;1293.6;1365.6999999999998;1398.9;136.5;166.39999999999998
NAURU;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NEPAL;316;342;365;412;438;408;324;240;297;354;337;345;472;427;453;546;683;734;712;720;487.6;694.5;940.2;1173;1197.2;230.1;151
NETHERLANDS;NULL;NULL;NULL;NULL;6928;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NEW CALEDONIA;77;82;99;97;91;101;93;95;95;89;89;86;86;84;81;80;92;94;90.3;92.4;99;102.1;106.9;106.4;113.60000000000001;27.299999999999997;10
NEW ZEALAND;1227;1335;1297;1273;1380;1552;1662;1793;1842;2031;2047;2081;2125;2135.6;2118.4;2147.5;2235.5;2201.8;2342;2476;2731;3072.6;3284.2;3411.3;3389.8;894.5;184.5
NICARAGUA;122;83;110;142;161;203;185;211;204;438;574;609;656;701;792;875;936;955;960.1;1044;1102.2;1206.5;1371.8;1040.8999999999999;1073.7;347.29999999999995;198.7
NIGER;23;30;36;20;21;23;25;18;26;26;30;29;23;36;32;36;40;46;60.699999999999996;67.3;67.3;76.2;82.19999999999999;78.5;96.1;42.7;NULL
NIGERIA;NULL;411;305;370;388;406;424;442;460;479;503;1528;3367;3689;4011;2384;1977;2340.6;3224.3;3238.3;4311;3671.3;NULL;NULL;NULL;NULL;NULL
NIUE;1.7;1.1;1.3;1.3;1.4;1.4000000000000001;1.1;1.7;2.3;1.7;2.1;2.6;3;3.6;3.6999999999999997;5;NULL;NULL;NULL;NULL;6.6;7.7;8.6;NULL;NULL;NULL;NULL
NORTH MACEDONIA;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NORTHERN MARIANA ISLANDS;669;725;687;480;502;529;444;476;459;536;507;436;389;397;354;379;341;401;439;460;479;531;660;518;487;89;12.7
NORWAY;NULL;NULL;NULL;2467;2427;2327;2297;2373;2520;2780;2913;3101;3296;3212;3375;3703;3867;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
OMAN;NULL;NULL;NULL;NULL;NULL;NULL;943;948;997;1109;937.845;1157.645;1164.321;1268.3919999999998;1354.875;1270.744;1162.6650353273235;1392.6746767107193;1562.3596261040761;1821.7056273944959;2149.838635158999;2646.70877553441;2631.051201746172;2892.1344208458095;3095.1;769.2;573.4000000000001
PAKISTAN;268;264;273;319;324;418;373;371;374;483;595;670;627;614;638;594;793;633;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
PALAU;51;66;71;60;52;54;51;55;60;85;76;78;84;76;68;82;106;116;102;139;160.4;138;123;106;94;18;NULL
PANAMA;190;179;204;204;218;228;251;268;286;302;347;426;579;643;620;674;744;830;1367;1431;1857;1789.1;1524.3000000000002;1533;1530.4;387.29999999999995;625.5999999999999
PAPUA NEW GUINEA;21;29;28;30;25;21;20;20;21;22;24;28;34;42;38;41;45;47.3;50.3;61.5;71.5;71.2;79.39999999999999;94;94;7.4;1.8
PARAGUAY;366;356;345;284;218;257;248;223;239;276;304;345;370;381;347;368;414;457;482;513;959.5;1033.5;1251.3000000000002;956.6;984.5999999999999;204.2;76.80000000000001
PERU;457;558;614;703;669;775;868;961;1030;1315;1530;1676;1867;2005;2085;2240;2531;2772;3082;3132;3366.4;3647;3924.1000000000004;4304;4257.5;873.1;433
PHILIPPINES;1428;1601;1706;1650;1684;1571;1440;1569;1572;1916;2221;2398;2591;2620;2552;3267;3481;3757;4131;4275;4804.8;5407.5;6037.7;6513.7;7747.599999999999;1410.1;151
POLAND;15375;13050;12510;13600;13430;12550;10760;9930;9620;10345;10960;11430;10890;9170;8320;9100;9590;10680;11850;12724;12664;13295;13730;14700;16122;6384;50507
PORTUGAL;8009;8066;8219;9431;9434;NULL;NULL;NULL;NULL;17893;17864;19033;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
PUERTO RICO;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
QATAR;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
REUNION;276;317;337;368;353;386;380;381;388;378;362;232;329;346;381;380;428;404;380;361;376.7;405.79999999999995;455;489.4;492.7;202.7;229.3
ROMANIA;5295;5011;4966;4649;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
RUSSIAN FEDERATION;7391;11394;14088;13177;14811;17951;18567;20295;19953;19341;18975;19252;19639;19564;17459;17849;19457;21976;24975.3;26158;26212.100000000002;NULL;NULL;NULL;NULL;NULL;NULL
RWANDA;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;276;334;326.40000000000003;330;359;513;646.6999999999999;703;824.2;888.6999999999999;1052;1088;1303;1216;301.6;168.5
SABA;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SAINT KITTS AND NEVIS;74;78;82;86;78;NULL;64;NULL;NULL;NULL;NULL;NULL;NULL;NULL;70.1;83.3;88.6;88.9;91.1;94.9;NULL;NULL;NULL;105.7;98.8;25.6;18.2
SAINT LUCIA;223;226;237;242;253;256;NULL;NULL;264;286;302;290;277;283;263;292;292;291;303.4;324;333;336.5;371;378.90000000000003;408.2;127.8;195.3
SAINT VINCENT AND THE GRENADINES;54;52;57;60;60;NULL;NULL;65;65;70;75;81;75;70;60;58;60;61;58.8;58;62.400000000000006;65.2;62.7;65.8;67;22.8;20.5
SAMOA;60;64;60;69;74;76;77;79;82;87;92;104;110;112;118;118;117;102;113;118.3;127.4;133.7;143.2;162.8;167.5;22.6;2.6
SAN MARINO;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1412;1436;1579;1500;1028;1087;1780;1271;1293.5;1392;1416.1;NULL;NULL;NULL;NULL;NULL;NULL
SAO TOME AND PRINCIPE;3.3;3.7;3.5999999999999996;NULL;NULL;NULL;7;NULL;NULL;NULL;14.700000000000001;11.7;10.8;13.9;14.799999999999999;7;10.9;NULL;NULL;NULL;19.911;25.700000000000003;23.599999999999998;29.200000000000003;NULL;NULL;9.9
SAUDI ARABIA;4400;NULL;NULL;NULL;NULL;5607;NULL;NULL;NULL;6218;6086;7017;8871;11097;9292;8190;12266;13508;14296;15576;16113.7;14037.8;13414.1;12883.7;14361;3366.2000000000003;2464.1
SENEGAL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;741.6;775.0999999999999;931.7;1051;NULL;NULL;NULL;NULL
SERBIA;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SERBIA AND MONTENEGRO;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SEYCHELLES;111;125;124;122;118;124;124;125;116;114;122;134;153;149;147;165;187;202;222;223.79999999999998;265.8;293.8;340.8;352;375.5;112.9;181
SIERRA LEONE;8;11.3;4.1;6.800000000000001;6.7;9.899999999999999;14.600000000000001;17.1;18;29;26.4;21.2;20.8;23;21;22;28;30;39;21.4;12.8;27.299999999999997;31.799999999999997;34.400000000000006;36.5;16.8;26.3
SINGAPORE;5816;5907;5618;4857;5435;5976;5922;6000;4828;5996;6394;6865;7117;7050.6;7068.4;8466.7;9945.599999999999;11093.9;11951.2;11893.2;12308.3;13942.9;14960.599999999999;15891;16655.5;NULL;NULL
SINT EUSTATIUS;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SINT MAARTEN (DUTCH PART);NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SLOVAKIA;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SLOVENIA;637;716;818;821;743;899;1006;1074;1100;1201;1245;1303;1411;1578;1580;1774.5;1936.6999999999998;2169.3;2283.4;2441.6;2606.9;2930.2;3442.4;3817.2;4142;1071.4;1614.3
SOLOMON ISLANDS;NULL;NULL;NULL;NULL;NULL;2.7;NULL;NULL;3.6;3.3;2.9;6.1;7.5;9.7;10.8;11.899999999999999;14.100000000000001;16.1;16.4;12.7;14.8;16.7;18.700000000000003;20.8;21.6;3.38;NULL
SOMALIA;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SOUTH AFRICA;3837;4253;4330;5004;5263;5243;5231;5890;6099;6317;7034;8072;8781;9297;6815;7743;8072;8895;9265;9142;8503.3;9706.6;9951.4;10156;9953.300000000001;2691.7000000000003;2061.6
SOUTH SUDAN;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SPAIN;NULL;NULL;34310;37860;40680;41103;44081;45456;46130;47144;49989;53090;53391;51921;47842.100000000006;48302;52061.6;53490.2;56604;60625;63195.9;69611.3;76161.7;77171.6;77396.5;17367.600000000002;28910.5
SRI LANKA;389;291;353;362;413;381;314;351;445;492;444;443;437;395;403;564;773;893.3;1180;1496.1;1760;1991.6000000000001;2010.3;2198.8;1687.9;487.8;189
STATE OF PALESTINE;NULL;795;685;767;907;1055;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SUDAN;NULL;NULL;NULL;29;31;30;40;NULL;NULL;NULL;185;252;336;339;323;396;429;442.5;455.3;505.9;549;591;601;619;NULL;NULL;NULL
SURINAME;40;49;57;51;53;54;51;57;70;123;145;138;150;135;136;185;197;217;224;228.9;209;NULL;NULL;NULL;NULL;NULL;NULL
SWEDEN;NULL;NULL;NULL;NULL;NULL;NULL;4651;5043;5109;NULL;NULL;NULL;NULL;NULL;NULL;NULL;16565;16555;15441;16754;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SWITZERLAND;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SYRIAN ARAB REPUBLIC;2156;2325;2174;2264;2382;2615;3026;3875;3980;5828;5390;5227;5000;6394;6117;9015;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
TAIWAN PROVINCE OF CHINA;1628;1600;1568;1474;1547;1661;1916;2045;1469;1949;2345;2479;2685;2859;3475;4479;4958;6276;6935;9007;9547.1;9809.7;9839.3;10160.9;10942.7;1272.5;120.69999999999999
TAJIKISTAN;NULL;NULL;NULL;3.2;4.5;7.7;5.2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;242;206;182;392;316;397;1029.4;NULL;NULL;NULL
TANZANIA, UNITED REPUBLIC OF;236;261;279;354;494;372;373;460;443;500;528;573;661;733;685;727;821;1021;1030;1071.8;1060.9;1217.2;1269;1429.5;1462.2;601.4;934.2
THAILAND;6256;6383;6400;6961;7719;8536;9047;9827;9019;10477;9972;11845;12647;13201;12267;13670;17265;20179;24205.800000000003;NULL;NULL;NULL;33959;36121.5;37872.8;6460.5;NULL
TIMOR-LESTE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
TOGO;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;126;154;183;327.9;369.20000000000005;NULL;NULL
TONGA;24;21;23;21;26;27;26;36;36;NULL;NULL;NULL;NULL;46;42.6;42.5;40.7;42.7;43;44.9;49.5;54.3;57.7;49.7;63.5;8.6;0.2
TRINIDAD AND TOBAGO;209;217;259;273;297;331;314;312;330;357;374;369;364;348;329;314;328;350;368.9;319.9;346.8;319.70000000000005;311.9;293.8;306.5;79;31.700000000000003
TUNISIA;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
TÜRKIYE;7142;6761;7896;7780;NULL;NULL;10034;11541;12159;15306;18551;16960;24718;28455;30211;31127;33776;34083;36703;38923.3;39261.1;29453.7;36734.6;43612.600000000006;49873.899999999994;15164;28255
TURKMENISTAN;202;197;178;290;NULL;3.4;5.2;10.8;7.6000000000000005;13.4;10.3;5.2;5.2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
TURKS AND CAICOS ISLANDS;75;83;88;103;98;104;100;108;105;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
TUVALU;NULL;0.4;0.6;0.5;0.6000000000000001;0.5;0.6;1;1.1;0.4;0.5;1;1;NULL;NULL;NULL;0.8999999999999999;0.8;0.7;0.8;1.2999999999999998;1.3;NULL;1.6;1.5;0.2;0.02
UGANDA;NULL;NULL;131;152;142;139;152;195;238;431;437;466;532;681;640;762;991;987;910;994.5;980.8;1032.6;910.2;1073.6;911.7;170.20000000000002;384.7
UKRAINE;4682;4443;13549;10525;9443;10267;10221;11006;11559;14602;16591;17879;22164;24335;19953;20441;20711;22639;24503;12661;12387;13297.7;14136.199999999999;14049.9;13389.8;3126.8;3932.9
UNITED ARAB EMIRATES;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;14331.5;15239.3;15838.199999999999;16626.2;17656.4;19201.4;5713.7;9035.5
UNITED KINGDOM;16977;18240;18459;18156;17632;17201;15448;16340;17125;19700;21197;22996;23282;23205;23623;22846;23774;23929;24871;26131;27190;29110;31513;30922.5;31588;8631.5;5042.8
UNITED STATES OF AMERICA;NULL;NULL;16863.218;16517.506;17276.885256;17844.619587;15370.339071999999;13324.344779;12564.270461000002;14164.613129000001;15109.934016;15102.798130000001;16652.917069000003;18448.576328;18434.798784;20589.203096;22546.308490000003;23936.442768000004;27220.685954128992;28836.371685406317;31424.215359970825;31266.13156753306;31941.609201871175;32903.86782490711;33405;5968.8;8046.4
UNITED STATES VIRGIN ISLANDS;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
URUGUAY;2003;2087;2307;2197;2156;2127;2016;1260;1417;1743;1780;1684;1704;1869;1925;2201;2754;2658;2599;2607;2744;3091.7000000000003;3697.1;3474.2000000000003;2999.7;NULL;214.8
UZBEKISTAN;NULL;NULL;864;747;439;260;269;258;209;224;194;480;792;939;1111;900;1316.5;1807.6000000000001;1829;1716.6;1778.3;1853.8;2504.7000000000003;5224.1;6620.1;NULL;NULL
VANUATU;38;40;44;46;45;52;47;43;43;53;54;59;70;80.60000000000001;91.3;87.60000000000001;84;96.89999999999999;101;100.7;81.2;86.6;100.80000000000001;108.1;112.6;20.9;NULL
VENEZUELA, BOLIVARIAN REPUBLIC OF;432;446;458;383;312;220;262;202;168;302;433;489;541;513;417;402;447.6;766.3;726.5;666.5;532;460.6;296.20000000000005;NULL;NULL;NULL;NULL
VIET NAM;1043;1242;1313;1228;1516;1720;1935;2182;1961;2406;2981;3007;3555;3392;3005;4026;5011;5682;6305;6552;NULL;NULL;NULL;NULL;NULL;NULL;NULL
YEMEN;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
ZAMBIA;124;155;201;195;220;256;291;317;257;355;416;466;557;472;381;373;349.5;385;379.4;513;349.6;407.8;410.1;445.3;686;286.9;343.2
ZIMBABWE;NULL;1411;1076;1828;1763;1614;1781;NULL;NULL;1261;1293;1894;2128;1827;1881;1896;2006;1425;1595.1999999999998;1695.6;1896.7;2025.5;2257.4;2277.5;2073.7;538.7;275.1
nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
